abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
Drs Paul Alan Cox and Sandra Anne Banack of California State University (Fullerton) and neurologist Dr Oliver Sacks publish findings in journal Neurology that link historically high incidence of Amyotrophic Lateral Sclerosis-Parkinsonian Dementia Complex among Chamorro tribe of Guam and ritual ingestion of toxic-laden flying fox bat; decline in disease parallels bat population decline (S),https://www.nytimes.com/2003/08/12/health/vital-signs-causes-and-effects-from-dried-bat-skin-a-toxic-clue.html,Drs Paul Alan Cox and Sandra Anne Banack of California State University (Fullerton) and neurologist Dr Oliver Sacks publish findings in journal Neurology that link historically high incidence of Amyotrophic Lateral Sclerosis-Parkinsonian Dementia ...,"Clues to the cause of disease are sometimes found in odd places, but rarely as odd as in the dried skin of a 50-year-old museum specimen of a flying fox from Guam.",F,6,The New York Times,[],"[{'name': 'glocations', 'value': 'Guam', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'California State University', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'NEUROLOGY', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Cox, Paul', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'BANACK, SANDRA ANNE', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Sacks, Oliver', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Amyotrophic Lateral Sclerosis', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'PARKINSONIAN DEMENTIA COMPLEX', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'CHAMORRO (TRIBE)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Bats', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Food Contamination and Poisoning', 'rank': 12, 'major': 'N'}]",2003-08-12T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/82cd9033-c944-5a71-961f-0300c280c217,357,nyt://article/82cd9033-c944-5a71-961f-0300c280c217,"From Dried Bat Skin, a Toxic Clue",VITAL SIGNS: CAUSES AND EFFECTS,,"VITAL SIGNS: CAUSES AND EFFECTS; From Dried Bat Skin, a Toxic Clue",,,,By John O'Neil,"[{'firstname': 'John', 'middlename': None, 'lastname': ""O'Neil"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Large study reported in AMA Journal finds that hormone treatment doubles risk of Alzheimer's disease and other forms of dementia in women who began treatment at age 65 or older; latest bad news about hormone therapy comes from four-year experiment involving 4,532 women at 39 medical centers, half taking placebos and half Prempro, estrogen-progestin combination that is most widely prescribed form of therapy; 40 cases of dementia developed after four years in hormone group and 21 in placebo group; Dr Sally Shumaker, who directed study for Women's Health Initiative, says clear message is that there is no reason for older women to take combination therapy; Wyeth to add new caution label (M)",https://www.nytimes.com/2003/05/28/us/hormone-use-found-to-raise-dementia-risk.html,Large study reported in AMA Journal finds that hormone treatment doubles risk of Alzheimer's disease and other forms of dementia in women who began treatment at age 65 or older; latest bad news about hormone therapy comes from four-year experiment...,"Hormone therapy doubled the risk of Alzheimer's disease and other types of dementia in women who began the treatment at age 65 or older, a large study has found.",A,1,The New York Times,[],"[{'name': 'organizations', 'value': 'AMERICAN MEDICAL ASSN', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Wyeth', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'SHUMAKER, SALLY A', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Containers and Packaging', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Women's Health Initiative"", 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Labeling and Labels', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Estrogen', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'PROGESTIN', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 18, 'major': 'N'}]",2003-05-28T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/48288eaa-2122-5e10-b63b-676bc40b6801,1333,nyt://article/48288eaa-2122-5e10-b63b-676bc40b6801,Hormone Use Found to Raise Dementia Risk,,,Hormone Use Found to Raise Dementia Risk,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Big new study finds senile nursing home residents are more likely to be put on feeding tubes instead of being hand fed if they are black or Asian and live in big urban nursing home run for profit; study, which appears in American Medical Association Journal, sheds light on debate over whether it is more humane or more sensible to put dying patients on feeding tubes; Dr Susan L Mitchell, study author, says use of tubes is worrying amid growing data and expert opinion that tubes have no health benefits in this population and may be associated with increased risks and discomfort; map; graph (M)",https://www.nytimes.com/2003/07/02/us/racial-differences-are-found-in-use-of-feeding-tubes.html,"Big new study finds senile nursing home residents are more likely to be put on feeding tubes instead of being hand fed if they are black or Asian and live in big urban nursing home run for profit; study, which appears in American Medical Associati...","Senile residents of nursing homes are more likely to be put on feeding tubes instead of being hand fed if they are black or Asian and live in a big urban nursing home run for profit, a new study finds.",A,21,The New York Times,[],"[{'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Mitchell, Susan L', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Urban Areas', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Asian-Americans', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 11, 'major': 'N'}]",2003-07-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/a65a529c-01b5-56f1-92e2-30499358bc0b,810,nyt://article/a65a529c-01b5-56f1-92e2-30499358bc0b,Racial Differences Are Found in Use of Feeding Tubes,,,Racial Differences Are Found in Use of Feeding Tubes,,,,By Donald G. McNeil Jr,"[{'firstname': 'Donald', 'middlename': 'G.', 'lastname': 'McNeil', 'qualifier': 'Jr', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Beijing University and Academy of Traditional Chinese Medicine present findings at American Heart Association conference that shows herbal compound gastrodine may relieve mild dementia in stroke victims; neurology Professor Dr Edgar J Kenton III of Philadelphia's Thomas Jefferson University questions research, citing that widespread use of herbal medicines within Chinese cultures may have skewed results; drawing (S)",https://www.nytimes.com/2003/06/17/health/vital-signs-remedies-relief-from-an-herbal-compound.html,Beijing University and Academy of Traditional Chinese Medicine present findings at American Heart Association conference that shows herbal compound gastrodine may relieve mild dementia in stroke victims; neurology Professor Dr Edgar J Kenton III o...,"A Chinese herbal compound, gastrodine, used for centuries to treat dizziness and headaches, may help alleviate mild dementia in stroke victims, data from a preliminary study suggest.",F,6,The New York Times,[],"[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'ACADEMY OF TRADITIONAL CHINESE MEDICINE', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN HEART ASSN', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Beijing University', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Thomas Jefferson University', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'KENTON, EDGAR J III', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Dietary Supplements and Herbal Remedies', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Alternative and Complementary Medicine', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'GASTRODINE', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 14, 'major': 'N'}]",2003-06-17T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/953e3aba-c533-52ae-9993-fe24f07b27e9,215,nyt://article/953e3aba-c533-52ae-9993-fe24f07b27e9,Relief From an Herbal Compound,VITAL SIGNS: REMEDIES,,VITAL SIGNS: REMEDIES; Relief From an Herbal Compound,,,,By John O'Neil,"[{'firstname': 'John', 'middlename': None, 'lastname': ""O'Neil"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
Correction of brief article Aug 12 on possibilityof connection between bats and form of dementia regarding affiliation of researcher cited in article,https://www.nytimes.com/2003/08/16/nyregion/c-corrections-935476.html,Correction of brief article Aug 12 on possibilityof connection between bats and form of dementia regarding affiliation of researcher cited in article,"A brief article in Science Times on Tuesday about the possibility of a connection between bats and a form of dementia misstated the affiliation of a researcher, Dr. Paul A. Cox. He is director of the National Tropical Botanical Garden in Hawaii. (His co-author, Dr. Sandra Anne Banack, is at California State University, Fullerton.)",A,2,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bats', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Correction Stories', 'rank': 5, 'major': 'N'}]",2003-08-16T05:00:00+0000,article,Metropolitan Desk,New York,Correction,nyt://article/55ac1ec4-978d-5053-affd-1760e33e0032,54,nyt://article/55ac1ec4-978d-5053-affd-1760e33e0032,Corrections,,,Corrections,,,,,[],,dementia,
Robert Hunsicker letter says he would like to have option of ending his life if he developed dementia,https://www.nytimes.com/2003/08/06/opinion/l-the-quest-for-a-peaceful-death-799068.html,Robert Hunsicker letter says he would like to have option of ending his life if he developed dementia,To the Editor:,A,16,The New York Times,[],"[{'name': 'persons', 'value': 'HUNSICKER, ROBERT', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}]",2003-08-06T05:00:00+0000,article,Editorial Desk,Opinion,Letter,nyt://article/e7112bf7-f620-52c1-bf67-663eea275e2d,142,nyt://article/e7112bf7-f620-52c1-bf67-663eea275e2d,The Quest for a Peaceful Death,,,The Quest for a Peaceful Death,,,,,[],,dementia,
"Mothers take toddlers every Thursday afternoon to Castle Senior Living home in Park Slope, Brooklyn, and visit residents with some form of dementia; progam is therapeutic for residents, reminding them of how they took care of their own children; photos (M)",https://www.nytimes.com/2003/03/27/nyregion/a-touch-of-patty-cake-therapy.html,"Mothers take toddlers every Thursday afternoon to Castle Senior Living home in Park Slope, Brooklyn, and visit residents with some form of dementia; progam is therapeutic for residents, reminding them of how they took care of their own children; p...","''THE HOKEY POKEY'' blared from a boombox and Jane Kuntzman, 16 months old, laughed and touched her nose. Then Jane reached out to touch Aldine Havens's nose. A spark of recognition passed between them -- for Jane in the present moment, for Mrs. Havens, 91, in the distant past.",D,1,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Castle Senior Living Llc', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Therapy and Rehabilitation', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 7, 'major': 'N'}]",2003-03-27T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/7f7c97dd-c396-543f-89b2-110c52ebd449,197,nyt://article/7f7c97dd-c396-543f-89b2-110c52ebd449,A Touch of Patty-Cake Therapy,,,A Touch of Patty-Cake Therapy,,,,By Nancy Siesel,"[{'firstname': 'Nancy', 'middlename': None, 'lastname': 'Siesel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
Editorial on study that found participation in mentally demanding leisure activities late in life seems to provide protection against Alzheimer's disease and other forms of dementia,https://www.nytimes.com/2003/06/24/opinion/checkmating-alzheimer-s.html,Editorial on study that found participation in mentally demanding leisure activities late in life seems to provide protection against Alzheimer's disease and other forms of dementia,"Can regular games of bridge or chess or playing a musical instrument ward off the onset of Alzheimer's disease and other forms of dementia? That is the provocative implication of a study published in the prestigious New England Journal of Medicine last week. If the findings hold up in more rigorous follow-up inquiries, the day may yet come when doctors will routinely recommend regular mental activity to ward off dementia just as they recommend regular physical exercise to ward off obesity and heart disease.",A,30,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}]",2003-06-24T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/a27f5363-e098-5ef2-bed4-b2d086cb98d5,336,nyt://article/a27f5363-e098-5ef2-bed4-b2d086cb98d5,Checkmating Alzheimer's,,,Checkmating Alzheimer's,,,,,[],,dementia,
"Recent Mayo study finds that half of nonagerians studied were perfectly alert; finds that about 12 percent had significant memory problems, but were clearheaded enough to live independently and manage daily activities on their own; many people in their 90's fear declining mental faculties more than they fear death; photo (M)",https://www.nytimes.com/2003/03/18/health/oldest-old-still-show-alertness.html,"Recent Mayo study finds that half of nonagerians studied were perfectly alert; finds that about 12 percent had significant memory problems, but were clearheaded enough to live independently and manage daily activities on their own; many people in ...","Of all the infirmities people dread in old age, dementia may be the scariest. Many people in their 90's fear declining mental faculties more than they fear death, researchers at the Mayo Clinic in Rochester, Minn., have observed.",F,5,The New York Times,[],"[{'name': 'organizations', 'value': 'Mayo Clinic', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]",2003-03-18T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/aaca0a35-5a96-52c3-bd87-bc57c96f8a89,741,nyt://article/aaca0a35-5a96-52c3-bd87-bc57c96f8a89,'Oldest Old' Still Show Alertness,,,'Oldest Old' Still Show Alertness,,,,By Mary Duenwald,"[{'firstname': 'Mary', 'middlename': None, 'lastname': 'Duenwald', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"THEISE--Lee (nee Weiss). On October 9, 2003. Widow of Henry. Beloved mother of Joyce Jonas and Richard Theise, grandmother of Jillian Jonas, Stephanie Jonas Stone and Peter Theise, great - grandmother of Charles Kamuti Stone, sister of Stanley Weiss, mother-inlaw of Marti Theise and Gilbert Jonas. Lee was born in Poland and her family left for Palestine in 1933. In 1938 she went to New York City with her father for the World's Fair and was joined by the balance of the family shortly thereafter. She was a member of the Standard Club and the Ahavath Achim Congregation in Atlanta until her husband Henry's death in 1979 and of Temple Emanuel in West Palm Beach for the remainder of her life. She was an active supporter of the Simon Wiesenthal Foundation, ORT, the Jabotinsky Library in Tel Aviv and of several other charities. Lee was an extraordinary woman and will be remembered by all who knew her. The funeral will take place in Atlanta on Tuesday, October 14. In lieu of flowers donations may be sent to the Institute for Brain Aging and Dementia.",https://www.nytimes.com/2003/10/13/classified/paid-notice-deaths-theise-lee.html,,"THEISE--Lee (nee Weiss). On October 9, 2003. Widow of Henry. Beloved mother of Joyce Jonas and Richard Theise, grandmother of Jillian Jonas, Stephanie Jonas Stone and Peter Theise, great - grandmother of Charles Kamuti Stone, sister of Stanley Weiss, mother-inlaw of Marti Theise and Gilbert Jonas. Lee was born in Poland and her family left for Palestine in 1933. In 1938 she went to New York City with her father for the World's Fair and was joined by the balance of the family shortly thereafter. She was a member of the Standard Club and the Ahavath Achim Congregation in Atlanta until her husband Henry's death in 1979 and of Temple Emanuel in West Palm Beach for the remainder of her life. She was an active supporter of the Simon Wiesenthal Foundation, ORT, the Jabotinsky Library in Tel Aviv and of several other charities. Lee was an extraordinary woman and will be remembered by all who knew her. The funeral will take place in Atlanta on Tuesday, October 14. In lieu of flowers donations may be sent to the Institute for Brain Aging and Dementia.",B,8,The New York Times,[],"[{'name': 'persons', 'value': 'THEISE, LEE', 'rank': 1, 'major': 'N'}]",2003-10-13T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/409c570a-27eb-58f7-a2cb-56ff74dad4c6,184,nyt://article/409c570a-27eb-58f7-a2cb-56ff74dad4c6,"Paid Notice: Deaths   THEISE, LEE",,,"Paid Notice: Deaths   THEISE, LEE",,,,,[],,dementia,
"Researchers ask if prevailing hypothesis about Alzheimer's disease--that it is disease of brain-cell death--is correct; cite accumulating evidence that memory starts to fail long before brain cells die, and that the disease, with its memory loss, begins as an interruption of signaling between living and healthy brain cells; if researchers are right, it may be possible to stop Alzheimer's, and reverse memory loss, if treatments begin before brain cells die; photo of Dr Eliezer Masliah, whose finding that Alzheimer's is disease of damaged synapse connections has led to possible treatment strategies (M)",https://www.nytimes.com/2003/01/14/science/new-ideas-energize-alzheimer-s-battle.html,"Researchers ask if prevailing hypothesis about Alzheimer's disease--that it is disease of brain-cell death--is correct; cite accumulating evidence that memory starts to fail long before brain cells die, and that the disease, with its memory loss, ...","The clinical signs of Alzheimer's disease are all too familiar -- the erosion of memory for recent, then distant events, the declining ability to reason or to think.",F,1,The New York Times,[],"[{'name': 'persons', 'value': 'MASLIAH, ELIEZER', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",2003-01-14T05:00:00+0000,article,Science Desk,Science,News,nyt://article/8df4c53f-49e4-5c56-8bf5-463216802deb,1926,nyt://article/8df4c53f-49e4-5c56-8bf5-463216802deb,New Ideas Energize Alzheimer's Battle,,,New Ideas Energize Alzheimer's Battle,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Excerpts from reports by four psychiatrists who declared mobster Vincent Gigante to be mentally incompetent are interspersed with excerpts from transcript of audiotape of lucid phone conversation he had with his wife in Dec 2000, when he was in prison; Gigante's guilty plea to charge of deceiving doctors came on eve of trial at which prosecutors were prepared to play many such phone conversations; photo (M)",https://www.nytimes.com/2003/04/13/weekinreview/word-for-word-mob-psychology-analyze-this-vincent-gigante-not-crazy-after-all.html,"Excerpts from reports by four psychiatrists who declared mobster Vincent Gigante to be mentally incompetent are interspersed with excerpts from transcript of audiotape of lucid phone conversation he had with his wife in Dec 2000, when he was in pr...","AN enduring urban mystery was solved last week when Vincent (The Chin) Gigante, the Mafia leader who spent decades slobbering, muttering and wandering Manhattan in his bedclothes, admitted in a Brooklyn federal court that he had deceived the teams of psychiatrists who had evaluated his mental competency from 1990 to 1997 and found him to be suffering from various forms of dementia.",4,7,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Telephones and Telecommunications', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Wiretapping and Other Eavesdropping Devices and Methods', 'rank': 7, 'major': 'N'}]",2003-04-13T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/3ea6213a-d0bc-5b18-a12c-ac90f11bffa5,1475,nyt://article/3ea6213a-d0bc-5b18-a12c-ac90f11bffa5,"Word for Word/Mob Psychology; Analyze This: Vincent Gigante, Not Crazy After All Those Years",,,"Word for Word/Mob Psychology; Analyze This: Vincent Gigante, Not Crazy After All Those Years",,,,By Andy Newman,"[{'firstname': 'Andy', 'middlename': None, 'lastname': 'Newman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Judge Elliot Solomon rules that Leslie Andino, 23, is mentally incompetent to stand trial for starting fire in Hartford nursing home that killed 16 residents; Andino will receive psychiatric evalutation and will be evaluated in two months (S)",https://www.nytimes.com/2003/08/01/nyregion/metro-briefing-connecticut-hartford-accused-will-not-be-tried-in-deadly-fire.html,"Judge Elliot Solomon rules that Leslie Andino, 23, is mentally incompetent to stand trial for starting fire in Hartford nursing home that killed 16 residents; Andino will receive psychiatric evalutation and will be evaluated in two months (S)","A woman accused of setting a nursing-home fire that led to the deaths of 16 residents, many of them severely disabled, is incompetent to stand trial, a judge ruled yesterday. A Hartford Superior Court judge, Elliot Solomon, ruled that the woman, Leslie Andino, 23, suffers from dementia and depression. After a psychiatric evaluation, Ms. Andino is to undergo further treatment at Connecticut Valley Hospital and will be evaluated again in two months. Ms. Andino told the police that she might have accidentally started the February fire at the Greenwood Health Center while playing with a cigarette lighter. But an investigation later determined that a lighter would have had to be held under sheets for at least 30 seconds to start a fire. Marc Santora (NYT)",B,4,The New York Times,[],"[{'name': 'glocations', 'value': 'Hartford (Conn)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'GREENWOOD HEALTH CENTER', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ANDINO, LESLEY', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'SOLOMON, ELLIOT', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Arson', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Fires and Firefighters', 'rank': 7, 'major': 'N'}]",2003-08-01T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/2742170c-b94e-5984-87a0-a6f37a9339ed,127,nyt://article/2742170c-b94e-5984-87a0-a6f37a9339ed,Metro Briefing | Connecticut: Hartford: Accused Will Not Be Tried In Deadly Fire,,,Metro Briefing | Connecticut: Hartford: Accused Will Not Be Tried In Deadly Fire,,,,By Marc Santora (NYT),"[{'firstname': 'Marc', 'middlename': 'Santora', 'lastname': 'NYT', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
