abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"Residents with dementia at Hebrew Home for Aged in Riverdale to have special candle lighting celebration in home's synagogue; for three years, Hebrew Home has been conducting dual services in its synagogue on certain Jewish holidays, one for its lucid residents and one for residents with dementia; photo (M)",https://www.nytimes.com/2002/11/30/nyregion/home-another-country-hanukkah-different-rules-special-service-reaches-those-with.html,"Residents with dementia at Hebrew Home for Aged in Riverdale to have special candle lighting celebration in home's synagogue; for three years, Hebrew Home has been conducting dual services in its synagogue on certain Jewish holidays, one for its l...","They can only take so much. As the prayers and hymns flow one after the other, they become antsy. They don't understand everything -- and in some cases hardly anything. They become frustrated. They wander off. They might shout out, or otherwise behave indecorously.",B,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Hebrew Home for the Aged', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'JEWS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hanukkah', 'rank': 5, 'major': 'N'}]",2002-11-30T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/174505ce-6314-558a-8d27-2a8494920857,1327,nyt://article/174505ce-6314-558a-8d27-2a8494920857,"At Home in Another Country, Hanukkah by Different Rules; Special Service Reaches Those With Dementia",,,"At Home in Another Country, Hanukkah by Different Rules; Special Service Reaches Those With Dementia",,,,By N. R. Kleinfield,"[{'firstname': 'N.', 'middlename': 'R.', 'lastname': 'Kleinfield', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Researchers at Erasmus University Medical School, in study published in Lancet, find that moderate alcohol consumption improves functioning of circulatory system and helps reduce risk of developing dementia; drawing (M)",https://www.nytimes.com/2002/02/05/health/vital-signs-outcomes-raising-a-toast-to-the-brain-s-health.html,"Researchers at Erasmus University Medical School, in study published in Lancet, find that moderate alcohol consumption improves functioning of circulatory system and helps reduce risk of developing dementia; drawing (M)","Moderate alcohol consumption may offer some protection to the brain as well as the heart, a new study published in The Lancet suggests.",F,8,The New York Times,[],"[{'name': 'organizations', 'value': 'ERASMUS UNIVERSITY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 4, 'major': 'N'}]",2002-02-05T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/e08fcda4-59fc-5393-bde7-d6aa491b3a1f,209,nyt://article/e08fcda4-59fc-5393-bde7-d6aa491b3a1f,Raising a Toast to the Brain's Health,VITAL SIGNS: OUTCOMES,,VITAL SIGNS: OUTCOMES; Raising a Toast to the Brain's Health,,,,By John O'Neil,"[{'firstname': 'John', 'middlename': None, 'lastname': ""O'Neil"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
books on health: patie,https://www.nytimes.com/2002/01/22/health/books-on-health-patients-create-poetic-expressions.html,books on health: patie,"''Dispelling the Myths of Dementia Through Poetry,'' edited by Marilyn Riso DiPerna, St. Johnland Nursing Center, Kings Park, N.Y., $10.",F,8,The New York Times,[],"[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}]",2002-01-22T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/837b0d3c-249c-588b-b922-3a82d0374554,285,nyt://article/837b0d3c-249c-588b-b922-3a82d0374554,Patients Create Poetic Expressions,BOOKS ON HEALTH,,BOOKS ON HEALTH; Patients Create Poetic Expressions,,,,By John Langone,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Langone', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Researchers at Boston University and Tufts University report that people with high blood levels of homocysteine, amino acid that is normal diet byproduct, have twice the average risk of developing Alzheimer's disease; levels of homocycsteine can rise when people eat diet heavy in animal protein and few fruits and leafy vegetables; researchers say relationship between homocysteine and dementia may be causal because homocysteine can damage blood vessels and nerves (M)",https://www.nytimes.com/2002/02/14/us/alzheimer-s-may-be-linked-to-normal-diet-byproduct.html,"Researchers at Boston University and Tufts University report that people with high blood levels of homocysteine, amino acid that is normal diet byproduct, have twice the average risk of developing Alzheimer's disease; levels of homocycsteine can r...","People with high blood levels of a normal diet byproduct, homocysteine, have twice the average risk of developing Alzheimer's disease, a study being published today finds.",A,26,The New York Times,[],"[{'name': 'organizations', 'value': 'Boston University', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Tufts University', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'HOMOCYSTEINE (AMINO ACID)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",2002-02-14T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/7d363d3f-9f1c-5db7-8932-8c4867aa46fd,737,nyt://article/7d363d3f-9f1c-5db7-8932-8c4867aa46fd,Alzheimer's May Be Linked To Normal Diet Byproduct,,,Alzheimer's May Be Linked To Normal Diet Byproduct,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"SMILOW-Mel. After a long brave fight, he succumbed to dementia on December 26, 2002. He will be remembered most for his devotion to family and friends, enthusiasm for life, his sense of humor and caring for those less fortunate. As a devoted husband, father and grandfather, talented furniture designer and artist, he will be remembered and terribly missed.",https://www.nytimes.com/2002/12/29/classified/paid-notice-deaths-smilow-mel.html,,"SMILOW-Mel. After a long brave fight, he succumbed to dementia on December 26, 2002. He will be remembered most for his devotion to family and friends, enthusiasm for life, his sense of humor and caring for those less fortunate. As a devoted husband, father and grandfather, talented furniture designer and artist, he will be remembered and terribly missed.",1,35,The New York Times,[],"[{'name': 'persons', 'value': 'SMILOW, MEL', 'rank': 1, 'major': 'N'}]",2002-12-29T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/71d324ee-dda6-518c-8d25-365fefd7d248,58,nyt://article/71d324ee-dda6-518c-8d25-365fefd7d248,"Paid Notice: Deaths  SMILOW, MEL",,,"Paid Notice: Deaths  SMILOW, MEL",,,,,[],,dementia,
"SCHATMAN-Benjamin H., M.D. On Jan. 31, 2002 of Palm Beach Gardens, FL. Formerly of Short Hills, NJ. Died of complications of Pics Dementia. Beloved husband of Beth, loving father of Jill and (Bill) Manny, Michael and (Roz) Schatman, Karen & (Fred) Benton, adored grandfather of Peter Manny, Hannah Benton and Joshua Schatman. Dr. Schatman was formerly Chief of Colon and Rectal Surgery at St. Barnabas Medical Center in Livingston, NJ. Funeral services will be held at Menorah Chapels, 2950 Vauxhall Rd, Millburn, NJ, Sunday, Feb. 3 at 1 PM. Contributions can be made to Alzheimer's Alliance at Alpert Jewish Family and Childrens Services, 4605 Community Drive, West Palm Beach, Florida, or the Hospice of Palm Beach.",https://www.nytimes.com/2002/02/03/classified/paid-notice-deaths-schatman-benjamin-h-md.html,,"SCHATMAN-Benjamin H., M.D. On Jan. 31, 2002 of Palm Beach Gardens, FL. Formerly of Short Hills, NJ. Died of complications of Pics Dementia. Beloved husband of Beth, loving father of Jill and (Bill) Manny, Michael and (Roz) Schatman, Karen & (Fred) Benton, adored grandfather of Peter Manny, Hannah Benton and Joshua Schatman. Dr. Schatman was formerly Chief of Colon and Rectal Surgery at St. Barnabas Medical Center in Livingston, NJ. Funeral services will be held at Menorah Chapels, 2950 Vauxhall Rd, Millburn, NJ, Sunday, Feb. 3 at 1 PM. Contributions can be made to Alzheimer's Alliance at Alpert Jewish Family and Childrens Services, 4605 Community Drive, West Palm Beach, Florida, or the Hospice of Palm Beach.",1,37,The New York Times,[],"[{'name': 'persons', 'value': 'SCHATMAN, BENJAMIN H., M.D.', 'rank': 1, 'major': 'N'}]",2002-02-03T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/7c9707c0-3495-5312-9f69-06fdbe57149c,116,nyt://article/7c9707c0-3495-5312-9f69-06fdbe57149c,"Paid Notice: Deaths  SCHATMAN, BENJAMIN H., M.D.",,,"Paid Notice: Deaths  SCHATMAN, BENJAMIN H., M.D.",,,,,[],,dementia,
"As more people live longer and have greater expectations for their old age complexion of their worries has changed, with many saying what they fear more than death or dread diseases is losing their minds; dementia, particularly Alzheimer's disease, has grown increasingly commonplace, leaving many aging people alarmed at own fates as they witness how it mercilessly transforms relatives and friends; more people now appear concerned about getting disorder than are ever likely to get it; photos (M)",https://www.nytimes.com/2002/11/11/nyregion/more-than-death-fearing-a-muddled-mind.html,"As more people live longer and have greater expectations for their old age complexion of their worries has changed, with many saying what they fear more than death or dread diseases is losing their minds; dementia, particularly Alzheimer's disease...",It happens when she forgets. It could be a phone number. It could be an appointment. She might be about to introduce someone -- someone she knows very well -- and the name will totally elude her: ''And this is . . . uh . . . uh. . . .'',A,1,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}]",2002-11-11T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/41f05b91-d615-5c0e-938d-35ef492189b7,2112,nyt://article/41f05b91-d615-5c0e-938d-35ef492189b7,"More Than Death, Fearing a Muddled Mind",,,"More Than Death, Fearing a Muddled Mind",,,,By N. R. Kleinfield,"[{'firstname': 'N.', 'middlename': 'R.', 'lastname': 'Kleinfield', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Amanda Ellen Ambinder, the daughter of Dr. Abby Ambinder and Dr. Edward P. Ambinder of New York, was married last evening to David Todd Shapiro, a son of Joyce Shapiro and Morton R. Shapiro of Stamford, Conn. Rabbi David Posner officiated at the Yale Club in New York.    Mrs. Shapiro, 28, is a nurse practitioner at the Center for Menopause, Hormonal Disorders and Women's Health, part of New York-Presbyterian Hospital in Manhattan. She graduated cum laude from the University of Pennsylvania and received a master's degree in nursing from Vanderbilt University. Her father is an oncologist and hematologist with a private practice in Manhattan. Her mother, a psychologist, was until 1999 a family counselor at the the William and Sylvia Silberstein Aging and Dementia Research Center of New York University.  ",https://www.nytimes.com/2002/04/14/style/weddings-amanda-ambinder-david-shapiro.html,,"Amanda Ellen Ambinder, the daughter of Dr. Abby Ambinder and Dr. Edward P. Ambinder of New York, was married last evening to David Todd Shapiro, a son of Joyce Shapiro and Morton R. Shapiro of Stamford, Conn. Rabbi David Posner officiated at the Yale Club in New York.",9,12,The New York Times,[],"[{'name': 'persons', 'value': 'AMBINDER, AMANDA ELLEN', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'SHAPIRO, DAVID TODD', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 3, 'major': 'N'}]",2002-04-14T05:00:00+0000,article,Society Desk,Style,News,nyt://article/0557a0c3-4120-579a-87be-2b6aef99d0d4,178,nyt://article/0557a0c3-4120-579a-87be-2b6aef99d0d4,"Amanda Ambinder, David Shapiro",WEDDINGS,,"WEDDINGS; Amanda Ambinder, David Shapiro",,,,,[],,dementia,
"Article on Hebrew Home for the Aged in Riverdale, Bronx, which introduced highly unusual policies and procedures in 1995 concerning sexual expression between nursing home residents; photo (M)",https://www.nytimes.com/2002/06/04/health/at-elders-home-each-day-is-valentine-s-day.html,"Article on Hebrew Home for the Aged in Riverdale, Bronx, which introduced highly unusual policies and procedures in 1995 concerning sexual expression between nursing home residents; photo (M)","Not long ago while doing morning rounds at the Hebrew Home for the Aged in Riverdale, the Bronx, Edna Adams, a nurse's aide, knocked on a resident's door. As was her habit, when she didn't hear an answer, she pushed it open, and found two of her patients -- each over 80 and with Alzheimer's disease -- nude and making noisy, passionate love.",F,6,The New York Times,[],"[{'name': 'organizations', 'value': 'Hebrew Home for the Aged', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Sex', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 3, 'major': 'N'}]",2002-06-04T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/d3d59497-3d2d-5648-86eb-cccf70e28889,1409,nyt://article/d3d59497-3d2d-5648-86eb-cccf70e28889,"At Elders' Home, Each Day Is Valentine's Day",,,"At Elders' Home, Each Day Is Valentine's Day",,,,By Linda Villarosa,"[{'firstname': 'Linda', 'middlename': None, 'lastname': 'Villarosa', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Caregivers are increasingly turning to architects and environmental psychologists to ease symptoms of Alzheimer's disease and other forms of dementia; senior care centers are relying on settings laden with nostalgic cues to help residents with short-term memory problems tap long-buried memories; Village, new assisted care facility, New Canaan, Conn, features reproduction Main Street based on way area's downtown looked 40 years ago; photos (M)",https://www.nytimes.com/2002/01/10/garden/main-street-as-memory-lane.html,Caregivers are increasingly turning to architects and environmental psychologists to ease symptoms of Alzheimer's disease and other forms of dementia; senior care centers are relying on settings laden with nostalgic cues to help residents with sho...,"AT first, the tall, wiry man was agitated, pacing back and forth. He insisted he wanted to go home, back to where he had lived for 43 years and raised three children. The Village, a new health-care facility for people with disabling memory loss, seemed to make the 75-year-old man, who arrived on Nov. 15, uneasy and unhappy.",F,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Village', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 4, 'major': 'N'}]",2002-01-10T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,News,nyt://article/a2c7128c-8bca-5855-878f-9bff36bd3c50,2084,nyt://article/a2c7128c-8bca-5855-878f-9bff36bd3c50,Main Street as Memory Lane,,,Main Street as Memory Lane,,,,By Deborah Baldwin,"[{'firstname': 'Deborah', 'middlename': None, 'lastname': 'Baldwin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
