abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
Researchers find that it may be easier to make a diagnois of Alzheimer's disease by studying circadian rhythm of patient (S),https://www.nytimes.com/2001/04/17/health/vital-signs-diagnosis-some-rhythmic-clues-to-alzheimer-s.html,Researchers find that it may be easier to make a diagnois of Alzheimer's disease by studying circadian rhythm of patient (S),"It is not always easy for doctors to know whether a patient is suffering from Alzheimer's disease or some other form of dementia, a problem that can make choosing appropriate treatments more difficult.",F,6,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biological Clocks', 'rank': 2, 'major': 'N'}]",2001-04-17T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/11cfe41e-9aa5-57f2-ae2a-f6aaca9bdbf7,270,nyt://article/11cfe41e-9aa5-57f2-ae2a-f6aaca9bdbf7,Some Rhythmic Clues to Alzheimer's,VITAL SIGNS: DIAGNOSIS,,VITAL SIGNS: DIAGNOSIS; Some Rhythmic Clues to Alzheimer's,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"The chances that elderly Americans will suffer chronic disabilities like stroke and dementia have declined sharply, the National Academy of Sciences said. If the trend continues, researchers said, spending on Medicare could actually stop increasing. Some economists questioned whether the trends would continue in the long run and whether the high cost of dying would simply be postponed, but not reduced.    Article, Page A24.",https://www.nytimes.com/2001/05/08/us/drop-in-chronic-ills-may-help-medicare.html,,"The chances that elderly Americans will suffer chronic disabilities like stroke and dementia have declined sharply, the National Academy of Sciences said. If the trend continues, researchers said, spending on Medicare could actually stop increasing. Some economists questioned whether the trends would continue in the long run and whether the high cost of dying would simply be postponed, but not reduced.",A,1,The New York Times,[],[],2001-05-08T05:00:00+0000,article,National Desk,U.S.,Summary,nyt://article/3094bfb1-59f7-51ab-9b30-2ecac70e4e93,63,nyt://article/3094bfb1-59f7-51ab-9b30-2ecac70e4e93,Drop in Chronic Ills May Help Medicare,,,Drop in Chronic Ills May Help Medicare,,,,,[],,dementia,
"Does an aging nation mean more debilitating illnesses? Quite the contrary, as it turns out. While the over-85 population is soaring, stroke, dementia and other chronic maladies are down sharply, and the number of nursing-home residents is falling, says the National Academy of Sciences. Why? For one thing, more Americans are getting the message about diet, exercise, and not smoking. And better drugs and medical technology also play a key role. All of which, naturally, is good news for Medicare costs.   Hubert B. Herring  ",https://www.nytimes.com/2001/05/13/weekinreview/may-6-12-elderly-blooming-with-health.html,,"Does an aging nation mean more debilitating illnesses? Quite the contrary, as it turns out. While the over-85 population is soaring, stroke, dementia and other chronic maladies are down sharply, and the number of nursing-home residents is falling, says the National Academy of Sciences. Why? For one thing, more Americans are getting the message about diet, exercise, and not smoking. And better drugs and medical technology also play a key role. All of which, naturally, is good news for Medicare costs. Hubert B. Herring",4,2,The New York Times,[],[],2001-05-13T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/38142dbc-f299-59ce-a039-9dd8942f7658,86,nyt://article/38142dbc-f299-59ce-a039-9dd8942f7658,May 6-12; Elderly Blooming With Health,,,May 6-12; Elderly Blooming With Health,,,,By Hubert B. Herring,"[{'firstname': 'Hubert', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"After escaping prosecution for 38 years, two men were indicted last May for their involvement in the 1963 bombing of the 16th Street Baptist Church in Birmingham, Ala., which killed four young black girls and galvanized sympathy for the civil rights cause. But one, Bobby Frank Cherry, 71, won a reprieve after he was found to suffer from dementia. Prosecutors plan to seek another evaluation of Mr. Cherry. Mr. Cherry's co-defendant, Thomas E. Blanton Jr., 62, will be tried on schedule. Jury selection begins tomorrow.   Kevin Sack    ",https://www.nytimes.com/2001/04/15/weekinreview/april-8-14-setback-in-63-bombing-trial.html,,"After escaping prosecution for 38 years, two men were indicted last May for their involvement in the 1963 bombing of the 16th Street Baptist Church in Birmingham, Ala., which killed four young black girls and galvanized sympathy for the civil rights cause. But one, Bobby Frank Cherry, 71, won a reprieve after he was found to suffer from dementia. Prosecutors plan to seek another evaluation of Mr. Cherry. Mr. Cherry's co-defendant, Thomas E. Blanton Jr., 62, will be tried on schedule. Jury selection begins tomorrow. Kevin Sack",4,2,The New York Times,[],[],2001-04-15T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/dee13db9-7f30-5ef0-b8b5-bdc9a279a302,89,nyt://article/dee13db9-7f30-5ef0-b8b5-bdc9a279a302,April 8-14; Setback in '63 Bombing Trial,,,April 8-14; Setback in '63 Bombing Trial,,,,By Kevin Sack,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"FRIEDHOFF-Arnold, J. The Silberstein Aging and Dementia Research and Treatment Center of the New York University School of Medicine mourns with profound sorrow the death of Professor Arnold Friedhoff. For more than a quarter of a century, Dr. Friedhoff was the Director of the Millhauser Laboratories at NYU Medical School. He was a wonderful inspiration for us. His vast knowledge and wisdom were always available to the many researchers who sought his assistance. He worked unstintingly to advance the understanding and treatment of mental illness. We send our deepest respects & sympathies to his family.",https://www.nytimes.com/2001/02/25/classified/paid-notice-deaths-friedhoff-arnold-j.html,,"FRIEDHOFF-Arnold, J. The Silberstein Aging and Dementia Research and Treatment Center of the New York University School of Medicine mourns with profound sorrow the death of Professor Arnold Friedhoff. For more than a quarter of a century, Dr. Friedhoff was the Director of the Millhauser Laboratories at NYU Medical School. He was a wonderful inspiration for us. His vast knowledge and wisdom were always available to the many researchers who sought his assistance. He worked unstintingly to advance the understanding and treatment of mental illness. We send our deepest respects & sympathies to his family.",1,30,The New York Times,[],"[{'name': 'persons', 'value': 'FRIEDHOFF, ARNOLD, J.', 'rank': 1, 'major': 'N'}]",2001-02-25T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/45eece4b-1bf5-581c-973f-d8b0d2057cef,95,nyt://article/45eece4b-1bf5-581c-973f-d8b0d2057cef,"Paid Notice: Deaths  FRIEDHOFF, ARNOLD, J.",,,"Paid Notice: Deaths  FRIEDHOFF, ARNOLD, J.",,,,,[],,dementia,
Mental health experts disagree on whether Bobby Frank Cherry is competent to stand trial for murder in 1963 bombing of 16th Street Baptist Church in Birmingham (S),https://www.nytimes.com/2001/07/11/us/mental-health-experts-clash-over-competency-defendant-1963-church-bombing-case.html,Mental health experts disagree on whether Bobby Frank Cherry is competent to stand trial for murder in 1963 bombing of 16th Street Baptist Church in Birmingham (S),Two experts are convinced that Bobby Frank Cherry is not mentally competent to stand trial for murder in the 1963 bombing of the 16th Street Baptist Church here. Two other experts are just as convinced that he is competent. Now it is up to Judge James Garrett to decide.,A,12,The New York Times,[],"[{'name': 'glocations', 'value': 'Birmingham (Ala)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Ku Klux Klan', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cherry, Bobby Frank', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Civil Rights', 'rank': 8, 'major': 'N'}]",2001-07-11T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/e4298170-a723-5c26-a902-bdb56ad4c0d6,612,nyt://article/e4298170-a723-5c26-a902-bdb56ad4c0d6,Mental Health Experts Clash Over Competency of Defendant in 1963 Church Bombing Case,,,Mental Health Experts Clash Over Competency of Defendant in 1963 Church Bombing Case,,,,By Kevin Sack,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Alabama Circuit Court judge, James Garrett, all but ends prosecution of 1963 Birmingham church bombing case in which four black girls were killed by ruling that sole remaining defendant, Bobby Frank Cherry, is mentally incompetent to stand trial; rules his dementia is too severe for him to help lawyers; orders new round of psychological tests (M)",https://www.nytimes.com/2001/07/17/us/church-bombing-figure-found-to-be-incompetent.html,"Alabama Circuit Court judge, James Garrett, all but ends prosecution of 1963 Birmingham church bombing case in which four black girls were killed by ruling that sole remaining defendant, Bobby Frank Cherry, is mentally incompetent to stand trial; ...","An Alabama judge all but ended the prosecution of the 1963 Birmingham church bombing case today by ruling that the sole remaining defendant, Bobby Frank Cherry, was mentally incompetent to stand trial.",A,12,The New York Times,[],"[{'name': 'glocations', 'value': 'Birmingham (Ala)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Ku Klux Klan', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cherry, Bobby Frank', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'GARRETT, JAMES', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Hate Crimes', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 10, 'major': 'N'}]",2001-07-17T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/5367f61b-a39a-5bb7-a6f0-ad7e6fa43d7b,959,nyt://article/5367f61b-a39a-5bb7-a6f0-ad7e6fa43d7b,Church Bombing Figure Found to Be Incompetent,,,Church Bombing Figure Found to Be Incompetent,,,,By Kevin Sack,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Judge James Garrett begins hearing evidence on whether former Ku Klux Klansman Bobby Frank Cherry is competent to stand trial as final defendant in 1963 bombing of church in Birmingham, Ala, in which four black girls were killed; court-ordered psychiatric evaluation found Cherry suffers from dementia and might not be able to assist in his defense; second evaulation, commissioned by prosecution, found him fit to stand trial; co-defendant Thomas E Blanton Jr was convicted in May and sentenced to life in prison; photo (M)",https://www.nytimes.com/2001/07/10/us/judge-considering-ex-klansman-s-competency-to-stand-trial.html,"Judge James Garrett begins hearing evidence on whether former Ku Klux Klansman Bobby Frank Cherry is competent to stand trial as final defendant in 1963 bombing of church in Birmingham, Ala, in which four black girls were killed; court-ordered psy...","Confronted with conflicting psychiatric evaluations, a Birmingham judge began hearing evidence today on whether Bobby Frank Cherry, a former Ku Klux Klansman, is competent to stand trial as the final defendant in the 1963 bombing of the 16th Street Baptist Church.",A,14,The New York Times,[],"[{'name': 'glocations', 'value': 'Birmingham (Ala)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Ku Klux Klan', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Blanton, Thomas E Jr', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Cherry, Bobby Frank', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Sentences (Criminal)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 8, 'major': 'N'}]",2001-07-10T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/3e66e844-f1e0-5a49-9a60-4e6d9479b75b,579,nyt://article/3e66e844-f1e0-5a49-9a60-4e6d9479b75b,Judge Considering Ex-Klansman's Competency to Stand Trial,,,Judge Considering Ex-Klansman's Competency to Stand Trial,,,,By Kevin Sack,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Study led by Dr Hugh C Hendrie finds poor residents of Ibadan, Nigeria, are much less likely to develop Alzheimer's disease than blacks living in Indianapolis; findings suggest factor other than genetics may determine whether susceptible people develop brain disease (M)",https://www.nytimes.com/2001/02/14/us/study-hints-that-alzheimers-may-have-nongenetic-cause.html,"Study led by Dr Hugh C Hendrie finds poor residents of Ibadan, Nigeria, are much less likely to develop Alzheimer's disease than blacks living in Indianapolis; findings suggest factor other than genetics may determine whether susceptible people de...","Poor residents of Ibadan, Nigeria, are much less likely to develop Alzheimer's disease than blacks living in Indianapolis, researchers are reporting. And that, they say, may mean that some factor other than genetics -- high blood pressure, for example, or diet -- may determine whether susceptible people develop the devastating brain disease.",A,24,The New York Times,[],"[{'name': 'glocations', 'value': 'Nigeria', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Indianapolis (Ind)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'HENDRIE, HUGH C', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 8, 'major': 'N'}]",2001-02-14T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/fe3f067f-88ae-54a1-948e-6541f33fb155,734,nyt://article/fe3f067f-88ae-54a1-948e-6541f33fb155,Study Hints That Alzheimers May Have Nongenetic Cause,,,Study Hints That Alzheimers May Have Nongenetic Cause,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"MULLIN-Dr. Margaret M. On February 1, 2001. Beloved wife of the late Matthew Kabriski who preceded her in death January 1, 2000. Dr. Mullin was born August 12, 1910, in NYC. She enjoyed a long career of teaching and guidance, influencing the lives of thousands of students for nearly 50 years. She began her work as a teacher of high school mathematics and then as Dean at Fort Hamilton High School. She was a faculty member of the School of Education of NYU and did post-doctoral study in Europe. She was a member of the Founding Faculty of Bronx Community College. Teachers inevitably have the opportunity to influence the lives of their students. This is a privilege which Dr. Mullin sensed instinctively and with sensitivity throughout her entire professional and post-professional life. Her work was deeply appreciated by her family and her many students and colleagues. Friends may call at the Lloyd Funeral Home, 214-43 39th Ave., Bayside, NY, Monday, February 5, 2-5 and 7-9 PM. Mass at 9:30 AM, Tuesday, February 6, at St. Michael's Church, 136-58 41st Ave., Flushing. In lieu of flowers, please consider donations to the William and Sylvia Silberstein Aging and Dementia Research Center of the NYU Medical Center; 212-263-5700.",https://www.nytimes.com/2001/02/06/classified/paid-notice-deaths-mullin-dr-margaret-m.html,,"MULLIN-Dr. Margaret M. On February 1, 2001. Beloved wife of the late Matthew Kabriski who preceded her in death January 1, 2000. Dr. Mullin was born August 12, 1910, in NYC. She enjoyed a long career of teaching and guidance, influencing the lives of thousands of students for nearly 50 years. She began her work as a teacher of high school mathematics and then as Dean at Fort Hamilton High School. She was a faculty member of the School of Education of NYU and did post-doctoral study in Europe. She was a member of the Founding Faculty of Bronx Community College. Teachers inevitably have the opportunity to influence the lives of their students. This is a privilege which Dr. Mullin sensed instinctively and with sensitivity throughout her entire professional and post-professional life. Her work was deeply appreciated by her family and her many students and colleagues. Friends may call at the Lloyd Funeral Home, 214-43 39th Ave., Bayside, NY, Monday, February 5, 2-5 and 7-9 PM. Mass at 9:30 AM, Tuesday, February 6, at St. Michael's Church, 136-58 41st Ave., Flushing. In lieu of flowers, please consider donations to the William and Sylvia Silberstein Aging and Dementia Research Center of the NYU Medical Center; 212-263-5700.",C,19,The New York Times,[],"[{'name': 'persons', 'value': 'MULLIN, DR. MARGARET M.', 'rank': 1, 'major': 'N'}]",2001-02-06T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/2ae288ab-81b3-56bf-b547-f7e80ed973a8,205,nyt://article/2ae288ab-81b3-56bf-b547-f7e80ed973a8,"Paid Notice: Deaths  MULLIN, DR. MARGARET M.",,,"Paid Notice: Deaths  MULLIN, DR. MARGARET M.",,,,,[],,dementia,
