abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
Interview with Dr Rudolph Emile Tanzi on his groundbreaking genetic research on Alzheimer's disease and his hopes for new treatment options; photo (M),https://www.nytimes.com/2000/12/05/science/a-conversation-with-rudolph-tanzi-a-gene-detective-on-the-trail-of-alzheimer-s.html,Interview with Dr Rudolph Emile Tanzi on his groundbreaking genetic research on Alzheimer's disease and his hopes for new treatment options; photo (M),"On a recent frozen afternoon, Dr. Rudolph Emile Tanzi, a 42-year-old neurogeneticist, was lounging at his beachfront home here near Boston, fingering the new book ''Decoding Darkness: The Search for the Genetic Causes of Alzheimer's Disease,'' which he wrote with Ann B. Parson, a journalist.",F,3,The New York Times,[],"[{'name': 'persons', 'value': 'TANZI, RUDOLPH EMILE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",2000-12-05T05:00:00+0000,article,Science Desk,Science,Interview,nyt://article/b3f3c042-ef8f-5b78-8134-5175b045e990,1529,nyt://article/b3f3c042-ef8f-5b78-8134-5175b045e990,A Gene Detective on the Trail of Alzheimer's,A CONVERSATION WITH: RUDOLPH TANZI,,A CONVERSATION WITH: RUDOLPH TANZI; A Gene Detective on the Trail of Alzheimer's,,,,By Claudia Dreifus,"[{'firstname': 'Claudia', 'middlename': None, 'lastname': 'Dreifus', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Michael R Bloomberg is inducted into Eagle Scout Hall of Fame and speaks out against discrimination in Boy Scouts of America; former New York Mets first baseman Keith Hernandez hosts party and auction to raise money for assisted-living wing for Alzheimer's patients at Cobble Hill Health Center in Brooklyn; broadcaster Tom Brokaw speaks at Lenox Hill Hospital's autumn ball; photo (M),https://www.nytimes.com/2000/11/16/nyregion/public-lives.html,Michael R Bloomberg is inducted into Eagle Scout Hall of Fame and speaks out against discrimination in Boy Scouts of America; former New York Mets first baseman Keith Hernandez hosts party and auction to raise money for assisted-living wing for Al...,Eagle Scout Speaks Out,B,2,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Cobble Hill Health Center', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Mets', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Lenox Hill Hospital', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Boy Scouts', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Hernandez, Keith', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bloomberg, Michael R', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Brokaw, Tom', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 9, 'major': 'N'}]",2000-11-16T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/976a88b4-d648-520d-9338-f46f36048617,663,nyt://article/976a88b4-d648-520d-9338-f46f36048617,PUBLIC LIVES,,,PUBLIC LIVES,,,,By James Barron With William S. Niederkorn,"[{'firstname': 'James', 'middlename': 'Barron', 'lastname': 'With', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Researchers studying Wadi Ara, Arab village in Israel with unusually high rates of Alzheimer's disease, suspect recessive gene plays role in condition when carried by both parents; all other genes related to Alzheimer's are dominant (S)",https://www.nytimes.com/2000/09/12/health/vital-signs-at-risk-a-village-visited-often-by-alzheimers.html,"Researchers studying Wadi Ara, Arab village in Israel with unusually high rates of Alzheimer's disease, suspect recessive gene plays role in condition when carried by both parents; all other genes related to Alzheimer's are dominant (S)","An Arab village in Israel with unusually high rates of Alzheimer's disease suggests that a recessive gene plays a role in the condition, one that must be carried by both parents to take effect, according to a new study in the journal Neurology.",F,8,The New York Times,[],"[{'name': 'glocations', 'value': 'Wadi Ara (Israel)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': ""O'Neil, John"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}]",2000-09-12T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/b1773a66-8bcc-5951-923c-d11ca81e09db,259,nyt://article/b1773a66-8bcc-5951-923c-d11ca81e09db,VITAL SIGNS: AT RISK; A Village Visited Often by Alzheimer's,,,VITAL SIGNS: AT RISK; A Village Visited Often by Alzheimer's,,,,By John O'Neil,"[{'firstname': 'John', 'middlename': None, 'lastname': ""O'Neil"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Researchers say problems identifying aromas may indicate early Alzheimer's disease, but only when patients do not realize that something is amiss with sense of smell (S)",https://www.nytimes.com/2000/09/05/health/vital-signs-aging-hints-of-alzheimer-s-found-in-the-nose.html,"Researchers say problems identifying aromas may indicate early Alzheimer's disease, but only when patients do not realize that something is amiss with sense of smell (S)","In recent months, researchers have pointed to possible signals of Alzheimer's disease that could allow doctors to detect the ailment before symptoms start. They have spoken of small areas of the brain that appear to shrink, and psychological tests that yield subtle clues.",F,8,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Smell', 'rank': 3, 'major': 'N'}]",2000-09-05T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/0a0e4393-b5a8-56f2-94f4-d304bd6e02cf,216,nyt://article/0a0e4393-b5a8-56f2-94f4-d304bd6e02cf,Hints of Alzheimer's Found in the Nose,VITAL SIGNS: AGING,,VITAL SIGNS: AGING; Hints of Alzheimer's Found in the Nose,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Jonathan Kozol Op-Ed article on his father's deterioration from Alzheimer's says Medicare and Medicaid rules should be revised to cover long-term care for this illness; lauds Pres Clinton's plan for $50 million research program to advance early diagnosis and possible prevention of Alzheimer's; photo (M),https://www.nytimes.com/2000/08/22/opinion/losing-my-father-one-day-at-a-time.html,Jonathan Kozol Op-Ed article on his father's deterioration from Alzheimer's says Medicare and Medicaid rules should be revised to cover long-term care for this illness; lauds Pres Clinton's plan for $50 million research program to advance early di...,"President Clinton recently announced a $50 million research program to advance the early diagnosis and investigate the possible prevention of Alzheimer's, a disease that now afflicts more than four million people in our nation. One of them is my father, and, like others who have seen their parents' mental faculties assaulted by this illness, I was grateful for the president's decision, wishing only that my father were still young enough to benefit.",A,21,The New York Times,[],"[{'name': 'persons', 'value': 'Kozol, Jonathan', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'CLINTON, BILL (PRES)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicaid', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}]",2000-08-22T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/31e582cd-c8e1-54d2-bcc1-85941fd308c0,1151,nyt://article/31e582cd-c8e1-54d2-bcc1-85941fd308c0,"Losing My Father, One Day at a Time",,,"Losing My Father, One Day at a Time",,,,By Jonathan Kozol,"[{'firstname': 'Jonathan', 'middlename': None, 'lastname': 'Kozol', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Johnson & Johnson's treatment for Alzheimer's disease, Reminyl, is close to Food and Drug Administration approval (S)",https://www.nytimes.com/2000/08/02/business/company-news-johnson-johnson-alzheimer-s-drug-nears-approval.html,"Johnson & Johnson's treatment for Alzheimer's disease, Reminyl, is close to Food and Drug Administration approval (S)","Johnson & Johnson's treatment for Alzheimer's disease, Reminyl, is close to Food and Drug Administration approval, the agency said, bringing the company a step nearer to selling the drug in the United States. Johnson & Johnson said yesterday that it had received a so-called approvable letter from the F.D.A. The letters spell out final issues to be resolved before the agency will allow a drug to be marketed; such issues often involve product labeling. A study financed by Johnson & Johnson found that the drug, which has the chemical name of galantamine hydrobromide, improves all three types of disabilities that Alzheimer's patients commonly suffer.",C,4,The New York Times,[],"[{'name': 'organizations', 'value': 'Johnson & Johnson Inc', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'REMINYL (DRUG)', 'rank': 5, 'major': 'N'}]",2000-08-02T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/3660804e-45a1-584e-b372-bc603c96b9a4,104,nyt://article/3660804e-45a1-584e-b372-bc603c96b9a4,JOHNSON & JOHNSON ALZHEIMER'S DRUG NEARS APPROVAL,COMPANY NEWS,,COMPANY NEWS; JOHNSON & JOHNSON ALZHEIMER'S DRUG NEARS APPROVAL,,,,By Bloomberg News,"[{'firstname': 'Bloomberg', 'middlename': None, 'lastname': 'News', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Study by Dr Merrill F Elias finds cognitive tests may allow doctors to know if patient is developing Alzheimer's disease years before clear symptoms emerge (M),https://www.nytimes.com/2000/07/25/health/vital-signs-at-risk-experts-find-early-clues-of-alzheimer-s.html,Study by Dr Merrill F Elias finds cognitive tests may allow doctors to know if patient is developing Alzheimer's disease years before clear symptoms emerge (M),"Alzheimer's disease, which robs people of their most basic neurological functions, may give subtle clues to its approach years before clear symptoms emerge.",F,8,The New York Times,[],"[{'name': 'persons', 'value': 'Elias, Merrill F', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 4, 'major': 'N'}]",2000-07-25T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/bf9cb742-2671-5ed0-9e28-9caf7989f25e,193,nyt://article/bf9cb742-2671-5ed0-9e28-9caf7989f25e,Experts Find Early Clues of Alzheimer's,VITAL SIGNS: AT RISK,,VITAL SIGNS: AT RISK; Experts Find Early Clues of Alzheimer's,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Study by Drs R Sean Morrison and Albert L Siu of Mount Sinai School of Medicine finds people with advanced Alzheimer's disease who are hospitalized for broken hip or pneumonia are often subjected to needless, painful medical procedures and not given enough pain medication; urges less aggressive treatment, noting such patients have high probability of dying within six months, making it more important to keep them comfortable rather than trying to cure their infections or injuries (M)",https://www.nytimes.com/2000/07/05/us/less-aggressive-treatment-urged-in-severe-alzheimer-s.html,"Study by Drs R Sean Morrison and Albert L Siu of Mount Sinai School of Medicine finds people with advanced Alzheimer's disease who are hospitalized for broken hip or pneumonia are often subjected to needless, painful medical procedures and not giv...","People with advanced Alzheimer's disease who are hospitalized for a broken hip or pneumonia are often subjected to needless, painful medical procedures and not given enough pain medication, doctors are reporting today.",A,14,The New York Times,[],"[{'name': 'persons', 'value': 'Morrison, R Sean', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Siu, Albert L', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Pain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}]",2000-07-05T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/a98c1a94-b997-5d2d-84f6-2d65ba93cb8a,866,nyt://article/a98c1a94-b997-5d2d-84f6-2d65ba93cb8a,Less Aggressive Treatment Urged in Severe Alzheimer's,,,Less Aggressive Treatment Urged in Severe Alzheimer's,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Alzheimer's Assn estimates that 4 million Americans have the disease; Fairfield County, Conn, chapter says 14,000 people in county are afflicted; association offers help line, resource library, free brochuresand sponsors support groups for relatives and caregivers; photo (M)",https://www.nytimes.com/2000/04/16/nyregion/facing-the-challenges-of-alzheimer-s-disease.html,"Alzheimer's Assn estimates that 4 million Americans have the disease; Fairfield County, Conn, chapter says 14,000 people in county are afflicted; association offers help line, resource library, free brochuresand sponsors support groups for relativ...","THOUGH the Landmark Club, a glittery perch overlooking Stamford, seemed an unlikely place for such a subject, for about two hours recently a succession of people, including a patient, a social worker, a psychologist and a gerontologist spoke about the pain, but also the hope, associated with Alzheimer's disease.",CN,14,The New York Times,[],"[{'name': 'glocations', 'value': 'Fairfield County (Conn)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSOCIATION"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]",2000-04-16T05:00:00+0000,article,Connecticut Weekly Desk,New York,News,nyt://article/cbc67b19-a374-52e4-8be0-e504526e1d31,738,nyt://article/cbc67b19-a374-52e4-8be0-e504526e1d31,Facing the Challenges Of Alzheimer's Disease,,,Facing the Challenges Of Alzheimer's Disease,,,,By Bess Liebenson,"[{'firstname': 'Bess', 'middlename': None, 'lastname': 'Liebenson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Researchers speculate about whether some early childhood factors, like growing up in poverty, may be linked to developing Alzheimer's later on in life (S)",https://www.nytimes.com/2000/02/01/health/vital-signs-outcomes-exploring-alzheimer-s-early-roots.html,"Researchers speculate about whether some early childhood factors, like growing up in poverty, may be linked to developing Alzheimer's later on in life (S)","Alzheimer's remains a poorly understood disease, but one study suggests a possible link between it and early life.",F,8,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}]",2000-02-01T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/4813c6e8-ba87-5cf0-8b9f-3dbfdaa0e149,267,nyt://article/4813c6e8-ba87-5cf0-8b9f-3dbfdaa0e149,Exploring Alzheimer's Early Roots,VITAL SIGNS: OUTCOMES,,VITAL SIGNS: OUTCOMES; Exploring Alzheimer's Early Roots,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Regarding ""Let Parents Finish Their Journey in Peace"" (Meanwhile, Aug. 23) by Jonathan Kozol: .Mr. Kozol presents the bittersweet dilemma of a parent stricken with Alzheimer's disease with dignity and tenderness. It takes courage to publicly",https://www.nytimes.com/2000/08/29/opinion/IHT-alzheimers-disease-letters-to-the-editor.html,"Regarding ""Let Parents Finish Their Journey in Peace"" (Meanwhile, Aug. 23) by Jonathan Kozol: .Mr. Kozol presents the bittersweet dilemma of a parent stricken with Alzheimer's disease with dignity and tenderness. It takes courage to publicly","Regarding ""Let Parents Finish Their Journey in Peace"" (Meanwhile, Aug. 23) by Jonathan Kozol:",,,International Herald Tribune,[],[],2000-08-29T05:00:00+0000,article,IHT News,Opinion,,nyt://article/cf8a3686-a0d9-50e6-94ff-5c2571fef509,647,nyt://article/cf8a3686-a0d9-50e6-94ff-5c2571fef509,Alzheimer's Disease : LETTERS TO THE EDITOR,,,Alzheimer's Disease : LETTERS TO THE EDITOR,,,,", International Herald Tribune",[],,Alzheimer,
Gina Kolata column on recent ado over early phase testing of Alzheimer's disease vaccine; discusses ethics of reporting research on drugs that may never make it to market (M),https://www.nytimes.com/2000/07/18/health/reflections-separating-research-from-news.html,Gina Kolata column on recent ado over early phase testing of Alzheimer's disease vaccine; discusses ethics of reporting research on drugs that may never make it to market (M),"The news seemed breathtaking. An Alzheimer's vaccine that had previously worked in mice now seemed safe in patients. Many newspapers ran enthusiastic articles; some even put the news on their front pages, signaling that it was among the most important events of the day. Radio and television programs were even more upbeat, hinting strongly that help was on the way for the four million Americans with Alzheimer's.",F,7,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 6, 'major': 'N'}]",2000-07-18T05:00:00+0000,article,Health and Fitness,Health,News,nyt://article/a0206029-348c-5775-a9a6-7eebb9151665,754,nyt://article/a0206029-348c-5775-a9a6-7eebb9151665,Separating Research From News,REFLECTIONS,,REFLECTIONS; Separating Research From News,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Regarding ""Let the Parents Finish Their Journey in Peace"" (Meanwhile, Aug. 23) by Jonathan Kozol: .My own father's journey, only recently relieved by death, down the tortured road of Alzheimer's disease was also marked by irony. As a psychiat",https://www.nytimes.com/2000/09/01/opinion/IHT-when-alzheimers-strikes-letters-to-the-editor.html,"Regarding ""Let the Parents Finish Their Journey in Peace"" (Meanwhile, Aug. 23) by Jonathan Kozol: .My own father's journey, only recently relieved by death, down the tortured road of Alzheimer's disease was also marked by irony. As a psychiat","Regarding ""Let the Parents Finish Their Journey in Peace"" (Meanwhile, Aug. 23) by Jonathan Kozol:",,,International Herald Tribune,[],[],2000-09-01T05:00:00+0000,article,IHT News,Opinion,,nyt://article/4906a363-a29a-5ccf-8e9c-759809fdaf36,964,nyt://article/4906a363-a29a-5ccf-8e9c-759809fdaf36,When Alzheimer's Strikes : LETTERS TO THE EDITOR,,,When Alzheimer's Strikes : LETTERS TO THE EDITOR,,,,", International Herald Tribune",[],,Alzheimer,
To the Editor:,https://www.nytimes.com/2000/08/27/opinion/when-alzheimeracutes-strikes-home.html,To the Editor:, To the Editor: ,,,The New York Times,[],[],2000-08-27T05:00:00+0000,article,None,Opinion,News,nyt://article/42d0a950-88ed-5b75-a9b1-33b0c3a3ee86,510,nyt://article/42d0a950-88ed-5b75-a9b1-33b0c3a3ee86,When Alzheimer´s Strikes Home,,,When Alzheimer´s Strikes Home,,,,By,[],,Alzheimer,
