abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"Harbor House Special Care Assisted Living, first residential care facility on Long Island dedicated to those with Alzheimer's will open in Oyster Bay, NY; provides all levels of care, including skilled nursing required for final stages of disease, in upscale setting; another residence for Alzheimer's will open in Melville, NY, at Huntington Terrace; photo (M)",https://www.nytimes.com/2001/12/09/realestate/in-the-region-long-island-two-new-facilities-for-people-with-alzheimer-s.html,"Harbor House Special Care Assisted Living, first residential care facility on Long Island dedicated to those with Alzheimer's will open in Oyster Bay, NY; provides all levels of care, including skilled nursing required for final stages of disease,...",AN increase in the number of people afflicted with Alzheimer's disease has developers who specialize in housing for older people working to provide special facilities for those suffering from the disorder.,11,7,The New York Times,[],"[{'name': 'glocations', 'value': 'Melville (NY)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Oyster Bay (NY)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 5, 'major': 'N'}]",2001-12-09T05:00:00+0000,article,Real Estate Desk,Real Estate,News,nyt://article/e21d28f8-b893-52db-8aca-6a2dfa2b1614,1332,nyt://article/e21d28f8-b893-52db-8aca-6a2dfa2b1614,In the Region/Long Island; Two New Facilities for People With Alzheimer's,,,In the Region/Long Island; Two New Facilities for People With Alzheimer's,,,,By Carole Paquette,"[{'firstname': 'Carole', 'middlename': None, 'lastname': 'Paquette', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Dutch study finds that middle-aged and elderly people taking anti-inflammatory drugs, such as ibuprofen or naproxen, for at least two years are apparently protected from Alzheimer's disease; group's likelihood of getting Alzheimer's was one-sixth that of people not taking these drugs, mostly for arthritis; caution on study's limitations noted (S)",https://www.nytimes.com/2001/11/22/us/hints-of-an-alzheimer-s-aid-in-anti-inflammatory-drugs.html,"Dutch study finds that middle-aged and elderly people taking anti-inflammatory drugs, such as ibuprofen or naproxen, for at least two years are apparently protected from Alzheimer's disease; group's likelihood of getting Alzheimer's was one-sixth ...","Middle-age and elderly people who took anti-inflammatory drugs like ibuprofen or naproxen for at least two years were apparently protected from Alzheimer's disease, according to a new study by scientists in the Netherlands. Their likelihood of getting Alzheimer's dementia was one-sixth that of people who did not take the drugs.",A,24,The New York Times,[],"[{'name': 'glocations', 'value': 'Netherlands', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ARTHRITIS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'NAPROXEN (DRUG)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Ibuprofen (Drug)', 'rank': 7, 'major': 'N'}]",2001-11-22T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/72a9d37a-9248-56db-958e-06f1c72b6298,737,nyt://article/72a9d37a-9248-56db-958e-06f1c72b6298,Hints of an Alzheimer's Aid In Anti-Inflammatory Drugs,,,Hints of an Alzheimer's Aid In Anti-Inflammatory Drugs,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Gavin McNett reviews book The Forgetting: Alzheimer's: Portrait of an Epidemic by David Shenk (S),https://www.nytimes.com/2001/10/28/books/books-in-brief-nonfiction-738174.html,Gavin McNett reviews book The Forgetting: Alzheimer's: Portrait of an Epidemic by David Shenk (S),THE FORGETTING,7,28,The New York Times,[],"[{'name': 'persons', 'value': 'Shenk, David', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': ""FORGETTING, THE: ALZHEIMER'S: PORTRAIT OF AN EPIDEMIC (BOOK)"", 'rank': 4, 'major': 'N'}]",2001-10-28T05:00:00+0000,article,Book Review Desk,Books,Review,nyt://article/8d9769e9-b6e5-512a-9b48-62afd00f831f,212,nyt://article/8d9769e9-b6e5-512a-9b48-62afd00f831f,BOOKS IN BRIEF: NONFICTION,,,BOOKS IN BRIEF: NONFICTION,,,,By Gavin McNett,"[{'firstname': 'Gavin', 'middlename': None, 'lastname': 'McNett', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"North Carolina's former governor Carroll Campbell, 61, says he is in early stages in Alzheimer's disease (S)",https://www.nytimes.com/2001/10/06/us/national-briefing-south-south-carolina-ex-governor-has-alzheimer-s.html,"North Carolina's former governor Carroll Campbell, 61, says he is in early stages in Alzheimer's disease (S)","Former Gov. Carroll Campbell, 61, disclosed that he was in the early stages of Alzheimer's disease. Mr. Campbell, who in 1987 became only the second Republican governor of South Carolina since Reconstruction, played an important role in George W. Bush's primary election victory in the state over John McCain, an outcome that propelled Mr. Bush to the 2000 Republican presidential nomination. The eight-year-long Campbell administration also set the stage for Republicans to take control of the Legislature for the first time in a century. Mr. Campbell is now president of the American Council of Life Insurers, in Washington.",A,11,The New York Times,[],"[{'name': 'glocations', 'value': 'South Carolina', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'CAMPBELL, CARROLL', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]",2001-10-06T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/3296215a-1304-52d2-a906-bee1df443f88,98,nyt://article/3296215a-1304-52d2-a906-bee1df443f88,National Briefing | South: South Carolina: Ex-Governor Has Alzheimer's,,,National Briefing | South: South Carolina: Ex-Governor Has Alzheimer's,,,,,[],,Alzheimer,
"John Langone reviews book The Loss of Self: A Family Resource for the Care of Alzheimer's Disease and Related Disorders, by Dr Donna Cohen and Dr Carl Eisdorfer; photo (S)",https://www.nytimes.com/2001/09/18/health/books-on-health-hope-is-found-in-the-cloud-of-alzheimer-s.html,"John Langone reviews book The Loss of Self: A Family Resource for the Care of Alzheimer's Disease and Related Disorders, by Dr Donna Cohen and Dr Carl Eisdorfer; photo (S)","''The Loss of Self: A Family Resource for the Care of Alzheimer's Disease and Related Disorders,'' by Dr. Donna Cohen and Dr. Carl Eisdorfer, W. W. Norton & Company, $27.95.",F,6,The New York Times,[],"[{'name': 'persons', 'value': 'EISDORFER, CARL', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'COHEN, DONNA', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'LOSS OF SELF, THE (BOOK)', 'rank': 5, 'major': 'N'}]",2001-09-18T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/22306adc-c851-5eef-891d-584b4a490130,429,nyt://article/22306adc-c851-5eef-891d-584b4a490130,Hope Is Found in the Cloud of Alzheimer's,BOOKS ON HEALTH,,BOOKS ON HEALTH; Hope Is Found in the Cloud of Alzheimer's,,,,By John Langone,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Langone', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Sanochemia Pharmazeutika of Austria wins American regulatory approval for factory that produces galantamine, chemical used in Reminyl, a treatment for Alzheimer's disease; Johnson & Johnson and Shire Pharmaceuticals Group will sell Reminyl (S)",https://www.nytimes.com/2001/08/24/business/company-news-austrian-drug-company-wins-approval-for-factory.html,"Sanochemia Pharmazeutika of Austria wins American regulatory approval for factory that produces galantamine, chemical used in Reminyl, a treatment for Alzheimer's disease; Johnson & Johnson and Shire Pharmaceuticals Group will sell Reminyl (S)","Sanochemia Pharmazeutika of Austria has won American regulatory approval for a factory that produces galantamine, a chemical used in Reminyl, a treatment for Alzheimer's disease. The company's shares rose 11 percent. Johnson & Johnson, based in New Brunswick, N.J., and the Shire Pharmaceuticals Group of Britain already have Food and Drug Administration approval to sell Reminyl. Sanochemia is the exclusive supplier of galantamine. Reminyl may have peak annual revenue of $650 million, according to analyst estimates. Sanochemia, based in Vienna, has said Reminyl may be used to treat other diseases, lifting sales.",C,4,The New York Times,[],"[{'name': 'glocations', 'value': 'Austria', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson Inc', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'SANOCHEMIA PHARMAZEUTIKA', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'SHIRE PHARMACEUTICALS GROUP', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'REMINYL (DRUG)', 'rank': 7, 'major': 'N'}]",2001-08-24T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/f75531a1-1c42-527e-82d9-37c38117fbf9,92,nyt://article/f75531a1-1c42-527e-82d9-37c38117fbf9,AUSTRIAN DRUG COMPANY WINS APPROVAL FOR FACTORY,COMPANY NEWS,,COMPANY NEWS; AUSTRIAN DRUG COMPANY WINS APPROVAL FOR FACTORY,,,,By Bloomberg News,"[{'firstname': 'Bloomberg', 'middlename': None, 'lastname': 'News', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Debate over stem cell research, and Pres Bush's decision to permit federal financing of limited research on stem cells from embryos, is deeply felt at places like Alzheimer's Family Care Center on Chicago's northeast side; photos (L)",https://www.nytimes.com/2001/08/12/us/president-s-decision-does-not-end-the-debate.html,"Debate over stem cell research, and Pres Bush's decision to permit federal financing of limited research on stem cells from embryos, is deeply felt at places like Alzheimer's Family Care Center on Chicago's northeast side; photos (L)","You might think that here of all places, at the Alzheimer's Family Care Center on the city's Northwest side, there would be little debate among relatives and staff members over the medical use of embryonic stem cells. Many experts say research on the cells could potentially help cure Alzheimer's and other diseases.",1,26,The New York Times,[],"[{'name': 'persons', 'value': 'Bush, George W', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Stem Cells', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Embryology (Fetology)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}]",2001-08-12T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/e253a354-0c3e-58d3-bedb-230433246c8f,871,nyt://article/e253a354-0c3e-58d3-bedb-230433246c8f,President's Decision Does Not End the Debate,,,President's Decision Does Not End the Debate,,,,By John W. Fountain,"[{'firstname': 'John', 'middlename': 'W.', 'lastname': 'Fountain', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Alzheimer's disease is most common form of dementia and afflicts as many as four million Americans, most of them age 75 or older; researchers and clinicians say early diagnosis can make it easier for patients and their families to deal with the disease; earliest signs are memory problems, and Mayo Clinic Jacksonville has Memory Disorder Clinic where people concerned about memory loss are tested; chart with warning signs; photo (M)",https://www.nytimes.com/2001/06/24/health/diagnosis-forgetful-fearing-alzheimers-and-hoping-for-a-cure.html,"Alzheimer's disease is most common form of dementia and afflicts as many as four million Americans, most of them age 75 or older; researchers and clinicians say early diagnosis can make it easier for patients and their families to deal with the di...",KEN clutches hope in his hand as the doctor's questions start. It is a wrinkled newspaper article about an Alzheimer's vaccine. He pulls it from his wallet with a look of anticipation flashing briefly on his face -- before he forgets to ask the doctor about it.,16,2,The New York Times,[],"[{'name': 'organizations', 'value': 'Mayo Clinic', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Cutter, John A', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Surveys and Series', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}]",2001-06-24T05:00:00+0000,article,Men & Health,Health,News,nyt://article/d775d370-963c-56da-aa83-97d991692ab7,1798,nyt://article/d775d370-963c-56da-aa83-97d991692ab7,"DIAGNOSIS; Forgetful, Fearing Alzheimer's and Hoping for a Cure",,,"DIAGNOSIS; Forgetful, Fearing Alzheimer's and Hoping for a Cure",,,,By John A. Cutter,"[{'firstname': 'John', 'middlename': 'A.', 'lastname': 'Cutter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Vaccine makers see new interest in their products after years in doldrums; several companies have been working on vaccines for purposes, with most in early stages of development and testing on humans; testing is being done for vaccines for Alzheimer's disease, cholesterol management, cocaine addiction, traveler's diarrhea and urinary tract infections; companies involved include Acambis, GlaxoSmithKline, Avant Immunotherapeutics, Elan Pharmaceuticals, Merck & Co and Xenova; photos (M)",https://www.nytimes.com/2001/07/25/business/big-steps-for-vaccine-industry-fresh-approaches-technology-ignite-new-interest.html,"Vaccine makers see new interest in their products after years in doldrums; several companies have been working on vaccines for purposes, with most in early stages of development and testing on humans; testing is being done for vaccines for Alzheim...","Una S. Ryan, president and chief executive of Avant Immunotherapeutics, used to tread carefully when describing the cholesterol fighter her company was developing. Facing criticism from numerous skeptics, she started calling it an ''inhibitor,'' not a vaccine.",C,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Elan Pharmaceuticals', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'XENOVA', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'GLAXOSMITHKLINE', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'MERCK & CO INC', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'ACAMBIS', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AVANT IMMUNOTHERPEUTICS', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN HOME PRODUCTS', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Diarrhea', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Urinary Tract', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Cholesterol', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Cocaine and Crack Cocaine', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 18, 'major': 'N'}]",2001-07-25T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/527ef760-2b7d-50c8-baa2-628b706ee8f4,1726,nyt://article/527ef760-2b7d-50c8-baa2-628b706ee8f4,Big Steps for Vaccine Industry; Fresh Approaches And Technology Ignite New Interest,,,Big Steps for Vaccine Industry; Fresh Approaches And Technology Ignite New Interest,,,,By Sana Siwolop,"[{'firstname': 'Sana', 'middlename': None, 'lastname': 'Siwolop', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Researchers find that it may be easier to make a diagnois of Alzheimer's disease by studying circadian rhythm of patient (S),https://www.nytimes.com/2001/04/17/health/vital-signs-diagnosis-some-rhythmic-clues-to-alzheimer-s.html,Researchers find that it may be easier to make a diagnois of Alzheimer's disease by studying circadian rhythm of patient (S),"It is not always easy for doctors to know whether a patient is suffering from Alzheimer's disease or some other form of dementia, a problem that can make choosing appropriate treatments more difficult.",F,6,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biological Clocks', 'rank': 2, 'major': 'N'}]",2001-04-17T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/11cfe41e-9aa5-57f2-ae2a-f6aaca9bdbf7,270,nyt://article/11cfe41e-9aa5-57f2-ae2a-f6aaca9bdbf7,Some Rhythmic Clues to Alzheimer's,VITAL SIGNS: DIAGNOSIS,,VITAL SIGNS: DIAGNOSIS; Some Rhythmic Clues to Alzheimer's,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
