abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"FDA says older patients with dementia who are given antipsychotic medicines are far more likely to die prematurely than those given dummy pills; will require manufacturers of medicines to place black-box warnings--agency's most severe--on labels of all the drugs, which are Zyprexa and Symbyax from Eli Lilly, Risperdal from Johnson & Johnson, Seroquel from AstraZeneca, Abilify from Bristol-Myers Squibb, Clozaril from Novartis and Geodon from Pfizer (M)",https://www.nytimes.com/2005/04/12/health/popular-drugs-for-dementia-tied-to-deaths.html,FDA says older patients with dementia who are given antipsychotic medicines are far more likely to die prematurely than those given dummy pills; will require manufacturers of medicines to place black-box warnings--agency's most severe--on labels o...,"WASHINGTON, April 11 - Older patients with dementia who are given antipsychotic medicines are far more likely to die prematurely than those given dummy pills, federal drug regulators said Monday. The warning adds to growing worries about the safety of the widely prescribed drugs.",A,17,The New York Times,[],"[{'name': 'organizations', 'value': 'Johnson & Johnson Inc', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Novartis AG', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Lilly, Eli, & Co', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Pfizer Inc', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AstraZeneca PLC', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'RISPERDAL', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Bristol-Myers Squibb Co', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'CLOZARIL (DRUG)', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'ABILIFY (DRUG)', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'SYMBYAX (DRUG)', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'SEROQUEL (DRUG)', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Labeling and Labels', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Zyprexa (Drug)', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 19, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 20, 'major': 'N'}, {'name': 'subject', 'value': 'GEODON (DRUG)', 'rank': 21, 'major': 'N'}]",2005-04-12T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/060e6e29-a4bf-5671-b805-3e0faf206e1d,483,nyt://article/060e6e29-a4bf-5671-b805-3e0faf206e1d,Popular Drugs for Dementia Tied to Deaths,,,Popular Drugs For Dementia Tied to Deaths,,,,By Gardiner Harris,"[{'firstname': 'Gardiner', 'middlename': None, 'lastname': 'Harris', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Dr Robert Stewart, Institute of Psychiatry researcher, leads study that shows weight loss associated with Dementia can begin years before signs of neurological problems; findings, which are published in Archives of Neurology, urge doctors to aggressively respond to elderly person with sudden weight loss (S)",https://www.nytimes.com/2005/01/18/health/symptoms-dropped-pounds-and-dementia.html,"Dr Robert Stewart, Institute of Psychiatry researcher, leads study that shows weight loss associated with Dementia can begin years before signs of neurological problems; findings, which are published in Archives of Neurology, urge doctors to aggre...","Weight loss is a common problem for people who have Alzheimer's disease and other kinds of dementia, their frailty putting them at even greater risk.",F,6,The New York Times,[],"[{'name': 'organizations', 'value': 'INSTITUTE OF PSYCHIATRY', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'ARCHIVES OF NEUROLOGY', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Stewart, Robert', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 11, 'major': 'N'}]",2005-01-18T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/86959177-1bd3-57dd-aa5f-1746a26473d8,257,nyt://article/86959177-1bd3-57dd-aa5f-1746a26473d8,Symptoms: Dropped Pounds and Dementia,VITAL SIGNS: SYMPTOMS,,VITAL SIGNS: SYMPTOMS; Dropped Pounds and Dementia,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
,https://www.nytimes.com/2005/10/12/health/test-aims-to-predict-dementia.html,,,,,The New York Times,[],[],2005-10-12T05:00:00+0000,article,None,Health,News,nyt://article/41611902-d43d-5644-950b-d0ea9fb52721,636,nyt://article/41611902-d43d-5644-950b-d0ea9fb52721,Test aims to predict dementia,,,Test aims to predict dementia,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Low blood flow to the brain may lead to dementia in older people, researchers are reporting today.      The findings, which appear in the journal Radiology, suggest that doctors may be able to reduce the risk of patients' developing dementia by monitoring how well blood is flowing to their brains and giving treatment if there is a problem, the researchers said.  ",https://www.nytimes.com/2005/08/30/health/vital-signs-aging-dementia-is-linked-to-blood-flow-to-the-brain.html,"Low blood flow to the brain may lead to dementia in older people, researchers are reporting today.      The findings, which appear in the journal Radiology, suggest that doctors may be able to reduce the risk of patients' developing dementia by mo...","Low blood flow to the brain may lead to dementia in older people, researchers are reporting today.",F,6,The New York Times,[],[],2005-08-30T05:00:00+0000,article,Health&Fitness,Health,News,nyt://article/86f5ea58-5afa-53ad-9fbe-9262f5c523f3,361,nyt://article/86f5ea58-5afa-53ad-9fbe-9262f5c523f3,Dementia Is Linked to Blood Flow to the Brain,VITAL SIGNS: AGING,,VITAL SIGNS: AGING; Dementia Is Linked to Blood Flow to the Brain,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
,https://www.nytimes.com/2005/09/01/health/blood-supply-to-brain-is-linked-to-dementia.html,,,,,The New York Times,[],[],2005-09-01T05:00:00+0000,article,None,Health,News,nyt://article/203186f6-e0e7-502a-b285-2b55aed8f957,566,nyt://article/203186f6-e0e7-502a-b285-2b55aed8f957,Blood supply to brain is linked to dementia,,,Blood supply to brain is linked to dementia,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"A study in Finland has found that being overweight at midlife is associated with an increased risk of dementia.     The researchers examined the records of 1,449 men and women randomly selected from participants in four other large health studies when they were 51 on average and then examined the participants 21 years later.  ",https://www.nytimes.com/2005/11/01/health/vital-signs-at-risk-tie-between-obesity-and-dementia-is-discovered.html,"A study in Finland has found that being overweight at midlife is associated with an increased risk of dementia.     The researchers examined the records of 1,449 men and women randomly selected from participants in four other large health studies ...",Correction Appended,F,6,The New York Times,[],[],2005-11-01T05:00:00+0000,article,Health&Fitness,Health,News,nyt://article/33edd21e-e3c2-5db5-bff6-78a77664d8aa,261,nyt://article/33edd21e-e3c2-5db5-bff6-78a77664d8aa,Tie Between Obesity and Dementia Is Discovered,VITAL SIGNS: AT RISK,,VITAL SIGNS: AT RISK; Tie Between Obesity and Dementia Is Discovered,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Those who believe that taking cholesterol-lowering drugs will reduce their risk for Alzheimer's disease may want to reconsider. A large study published yesterday in Archives of Neurology found no proof that the drugs affected the risk of developing dementia from any cause -- Alzheimer's, vascular dementia or the two combined.     There is broad agreement that cholesterol-lowering drugs reduce the risk for heart disease by inhibiting the production of cholesterol or through their anti-inflammatory effects, and researchers have theorized that such mechanisms may help prevent dementia as well. But this does not appear to be the case.  ",https://www.nytimes.com/2005/07/12/health/cholesterol-drugs-show-no-effect-on-dementia-risk.html,Those who believe that taking cholesterol-lowering drugs will reduce their risk for Alzheimer's disease may want to reconsider. A large study published yesterday in Archives of Neurology found no proof that the drugs affected the risk of developin...,"Those who believe that taking cholesterol-lowering drugs will reduce their risk for Alzheimer's disease may want to reconsider. A large study published yesterday in Archives of Neurology found no proof that the drugs affected the risk of developing dementia from any cause -- Alzheimer's, vascular dementia or the two combined.",F,8,The New York Times,[],"[{'name': 'organizations', 'value': 'University of Washington', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Cholesterol', 'rank': 5, 'major': 'N'}]",2005-07-12T05:00:00+0000,article,Health&Fitness,Health,News,nyt://article/9cb14268-43e2-5ea8-86a4-52cbcefaddaf,571,nyt://article/9cb14268-43e2-5ea8-86a4-52cbcefaddaf,Cholesterol Drugs Show No Effect on Dementia Risk,,,Cholesterol Drugs Show No Effect on Dementia Risk,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"A common brain test appears to be able to predict whether people in their 60's and 70's will develop dementia over the next 7 to 10 years, a new study has found.     The test, an EEG, measures brain activity through electrodes placed on the scalp. It takes about half an hour, and it does not hurt.  ",https://www.nytimes.com/2005/10/11/health/psychology/screening-a-test-may-predict-dementia-in-your-future.html,"A common brain test appears to be able to predict whether people in their 60's and 70's will develop dementia over the next 7 to 10 years, a new study has found.     The test, an EEG, measures brain activity through electrodes placed on the scalp....","A common brain test appears to be able to predict whether people in their 60's and 70's will develop dementia over the next 7 to 10 years, a new study has found.",F,6,The New York Times,[],"[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}]",2005-10-11T05:00:00+0000,article,Health&Fitness,Health,News,nyt://article/0ec70707-2ee6-5347-be57-aab62a7e21fd,311,nyt://article/0ec70707-2ee6-5347-be57-aab62a7e21fd,Screening: A Test May Predict Dementia in Your Future,VITAL SIGNS: SCREENING,,VITAL SIGNS: SCREENING; A Test May Predict Dementia in Your Future,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
,https://www.nytimes.com/2005/10/04/health/exercise-in-middle-age-may-ward-off-dementia.html,,,,,The New York Times,[],[],2005-10-04T05:00:00+0000,article,None,Health,News,nyt://article/9132d09c-4c8e-5896-8970-32d4f0543a25,692,nyt://article/9132d09c-4c8e-5896-8970-32d4f0543a25,Exercise in middle age may ward off dementia,,,Exercise in middle age may ward off dementia,,,,By Elisabeth Rosenthal,"[{'firstname': 'Elisabeth', 'middlename': None, 'lastname': 'Rosenthal', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
,https://www.nytimes.com/2005/10/27/health/anxious-patients-hope-battery-of-testscan-predict-dementia.html,,,,,The New York Times,[],[],2005-10-27T05:00:00+0000,article,None,Health,News,nyt://article/4f8b691b-c848-5476-b67d-e4fb0549225f,702,nyt://article/4f8b691b-c848-5476-b67d-e4fb0549225f,Anxious patients hope battery of testscan predict dementia,,,Anxious patients hope battery of testscan predict dementia,,,,By Laurie Tarkan,"[{'firstname': 'Laurie', 'middlename': None, 'lastname': 'Tarkan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
