abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"Dr Muriel Gillick, writing in New England Journal of Medicine, says nursing homes and hospitals should end the widespread use of stomach tubes to feed people with advanced Alzheimer's disease or other types of dementia; says that there is no evidence they help most patients and that they can be harmful; says patients would be better off being helped to eat or being fed by mouth and that terminally ill and lucid people who stop eating and drinking do not have to suffer hunger or thirst before they die, as many families fear when they agree to use of feeding tubes; same view was expressed in recent article in Journal of American Medical Assn and is shared by Alzheimer's Assn (M)",https://www.nytimes.com/2000/01/20/us/calls-growing-for-stopping-tube-feeding-in-dementia.html,"Dr Muriel Gillick, writing in New England Journal of Medicine, says nursing homes and hospitals should end the widespread use of stomach tubes to feed people with advanced Alzheimer's disease or other types of dementia; says that there is no evide...","Nursing homes and hospitals should end the widespread use of stomach tubes to feed people with advanced Alzheimer's disease or other types of dementia, according to an article published today in The New England Journal of Medicine.",A,13,The New York Times,[],"[{'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'New England Journal of Medicine', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Life-Sustaining Support Systems, Withdrawal Of', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 8, 'major': 'N'}]",2000-01-20T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/353d8221-bf25-5e4c-b009-9173d94cea45,808,nyt://article/353d8221-bf25-5e4c-b009-9173d94cea45,Calls Growing for Stopping Tube Feeding in Dementia,,,Calls Growing for Stopping Tube Feeding in Dementia,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Aspirin proves to be immensely complicated medication, with unsuspected dimensions to both its powers and its limitations; its benefits for men and women with heart disease remain unchallenged, but it is not clear whether it benefits people who do not have heart disease, and one study has associated a daily aspirin tablet with elevated risk of strokes caused by bleeding into the brain; aspirin also shows promise in preventing dementia, stroke and cancer of digestive tract, a property that may be related to the intestinal problems it sometimes causes; photo (M)",https://www.nytimes.com/2000/04/18/science/aspirin-superhero-or-problem-pill.html,"Aspirin proves to be immensely complicated medication, with unsuspected dimensions to both its powers and its limitations; its benefits for men and women with heart disease remain unchallenged, but it is not clear whether it benefits people who do...","At first glance, the story of aspirin is a scientific rags-to-riches fable straight from the pages of Horatio Alger: humble but deserving little pill makes good, transformed after years of plodding fever and headache duty into a powerful, life-saving heart drug.",F,1,The New York Times,[],"[{'name': 'subject', 'value': 'Heart', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cancer', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Aspirin', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Digestive Tract', 'rank': 7, 'major': 'N'}]",2000-04-18T05:00:00+0000,article,Science Desk,Science,News,nyt://article/0e5ab259-1d64-54a5-b161-85ab6db498e8,1741,nyt://article/0e5ab259-1d64-54a5-b161-85ab6db498e8,Aspirin: Superhero or Problem Pill?,,,Aspirin: Superhero or Problem Pill?,,,,By Abigail Zuger,"[{'firstname': 'Abigail', 'middlename': None, 'lastname': 'Zuger', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Study by Drs R Sean Morrison and Albert L Siu of Mount Sinai School of Medicine finds people with advanced Alzheimer's disease who are hospitalized for broken hip or pneumonia are often subjected to needless, painful medical procedures and not given enough pain medication; urges less aggressive treatment, noting such patients have high probability of dying within six months, making it more important to keep them comfortable rather than trying to cure their infections or injuries (M)",https://www.nytimes.com/2000/07/05/us/less-aggressive-treatment-urged-in-severe-alzheimer-s.html,"Study by Drs R Sean Morrison and Albert L Siu of Mount Sinai School of Medicine finds people with advanced Alzheimer's disease who are hospitalized for broken hip or pneumonia are often subjected to needless, painful medical procedures and not giv...","People with advanced Alzheimer's disease who are hospitalized for a broken hip or pneumonia are often subjected to needless, painful medical procedures and not given enough pain medication, doctors are reporting today.",A,14,The New York Times,[],"[{'name': 'persons', 'value': 'Morrison, R Sean', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Siu, Albert L', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Pain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}]",2000-07-05T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/a98c1a94-b997-5d2d-84f6-2d65ba93cb8a,866,nyt://article/a98c1a94-b997-5d2d-84f6-2d65ba93cb8a,Less Aggressive Treatment Urged in Severe Alzheimer's,,,Less Aggressive Treatment Urged in Severe Alzheimer's,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
British researchers say treating high blood pressure may be a way to help prevent dementia in elderly people; find that mild to moderate high blood pressure appears to reduce mental awareness in elderly people and may contribute to dementia (S),https://www.nytimes.com/2000/12/26/health/vital-signs-at-risk-hypertension-and-the-aging-mind.html,British researchers say treating high blood pressure may be a way to help prevent dementia in elderly people; find that mild to moderate high blood pressure appears to reduce mental awareness in elderly people and may contribute to dementia (S),Treating high blood pressure is a well-accepted way of reducing the risk of strokes and heart attacks.,F,6,The New York Times,[],"[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Blood Pressure', 'rank': 3, 'major': 'N'}]",2000-12-26T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/b41daab9-23f1-50a8-b71d-469b0e2ce595,350,nyt://article/b41daab9-23f1-50a8-b71d-469b0e2ce595,Hypertension and the Aging Mind,VITAL SIGNS: AT RISK,,VITAL SIGNS: AT RISK; Hypertension and the Aging Mind,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
Jack Anderson reviews Parsons Dance Company's production of Dementia at Joyce Theater; photo (M),https://www.nytimes.com/2000/06/15/arts/dance-review-nervous-tics-and-wonderment-from-a-protege.html,Jack Anderson reviews Parsons Dance Company's production of Dementia at Joyce Theater; photo (M),"Robert Battle made bodies move in a striking fashion in ''Dementia,'' which the Parsons Dance Company presented in its world premiere on Tuesday night at the Joyce Theater. Yet one wondered what was on his mind when he choreographed the piece.",E,5,The New York Times,[],"[{'name': 'organizations', 'value': 'Parsons Dance Company', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 3, 'major': 'N'}]",2000-06-15T05:00:00+0000,article,The Arts/Cultural Desk,Arts,Review,nyt://article/31c849e2-e439-5ee3-a548-0d31351304eb,468,nyt://article/31c849e2-e439-5ee3-a548-0d31351304eb,Nervous Tics and Wonderment From a Protege,DANCE REVIEW,,DANCE REVIEW; Nervous Tics and Wonderment From a Protege,,,,By Jack Anderson,"[{'firstname': 'Jack', 'middlename': None, 'lastname': 'Anderson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Dutch Parliament's lower house votes, 104-40, to let doctors help end lives of seriously ill patients who have asked to die; bill, expected to become law next year, would make Netherlands first nation to legalize mercy killing and doctor-assisted suicide, practices already in wide use; Vatican scores move; table of bill's guidelines for euthanasia (M)i",https://www.nytimes.com/2000/11/29/world/dutch-becoming-first-nation-to-legalize-assisted-suicide.html,"Dutch Parliament's lower house votes, 104-40, to let doctors help end lives of seriously ill patients who have asked to die; bill, expected to become law next year, would make Netherlands first nation to legalize mercy killing and doctor-assisted ...","The Dutch Parliament voted today to allow doctors to help end the lives of seriously ill patients who have asked to die. The bill, which is expected to become law next year, would make the Netherlands the first country to legalize mercy killing and doctor-assisted suicide, practices that are already in wide use, though technically a crime.",A,3,The New York Times,[],"[{'name': 'glocations', 'value': 'Netherlands', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Roman Catholic Church', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 4, 'major': 'N'}]",2000-11-29T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/49553e2f-f302-5399-a5e3-f62c3828f245,1023,nyt://article/49553e2f-f302-5399-a5e3-f62c3828f245,Dutch Becoming First Nation to Legalize Assisted Suicide,,,Dutch Becoming First Nation to Legalize Assisted Suicide,,,,By Marlise Simons,"[{'firstname': 'Marlise', 'middlename': None, 'lastname': 'Simons', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"CARR-Dorothy Healey, born on July 17, 1917, loving wife of Peter, & mother of Kevin, Brian, Michael, Kelly Anne & Colin, passed away peacefully June 25, 2000 at the San Diego Hospice. Dorothy suffered with CHF, COPD, HTN, Dementia of Alzheimer's Type. Following a family service at the Church of Nativity, Rancho Santa Fe, CA, her ashes were scattered at sea. After graduating Cum Laude from Trinity College, Washington D.C., Dorothy served in the last class of The Women's Auxiliary Service Pilots (WASPS) in World War II. Dorothy & Peter Carr were married January 23, 1954 at St. Patrick's Cathedral, NY where they resided until they moved to Greenwich, CT. in 1957. In 1983, the Carrs moved to Rancho Santa Fe, CA. In addition to her husband, Peter, Dorothy is survived by four of their five children. Michael passed away in 1995. Kevin, wife Randa & daughter Caroline reside in Simsbury, CT. Brian, his wife Nancy & their children Ryan, Victoria & Daniel are living in Cos Cob, CT. Kelly Anne, husband Neil Winterbottom & two girls, Caitlin & Jennifer live in San Mateo, CA. Colin currently resides in Terrebonne, OR. Those wishing to honor the memory of Dorothy Carr may make donations to the San Diego Hospice, 4311 Third Avenue, San Diego, CA. 92103.",https://www.nytimes.com/2000/07/05/classified/paid-notice-deaths-carr-dorothy-healey.html,,"CARR-Dorothy Healey, born on July 17, 1917, loving wife of Peter, & mother of Kevin, Brian, Michael, Kelly Anne & Colin, passed away peacefully June 25, 2000 at the San Diego Hospice. Dorothy suffered with CHF, COPD, HTN, Dementia of Alzheimer's Type. Following a family service at the Church of Nativity, Rancho Santa Fe, CA, her ashes were scattered at sea. After graduating Cum Laude from Trinity College, Washington D.C., Dorothy served in the last class of The Women's Auxiliary Service Pilots (WASPS) in World War II. Dorothy & Peter Carr were married January 23, 1954 at St. Patrick's Cathedral, NY where they resided until they moved to Greenwich, CT. in 1957. In 1983, the Carrs moved to Rancho Santa Fe, CA. In addition to her husband, Peter, Dorothy is survived by four of their five children. Michael passed away in 1995. Kevin, wife Randa & daughter Caroline reside in Simsbury, CT. Brian, his wife Nancy & their children Ryan, Victoria & Daniel are living in Cos Cob, CT. Kelly Anne, husband Neil Winterbottom & two girls, Caitlin & Jennifer live in San Mateo, CA. Colin currently resides in Terrebonne, OR. Those wishing to honor the memory of Dorothy Carr may make donations to the San Diego Hospice, 4311 Third Avenue, San Diego, CA. 92103.",B,11,The New York Times,[],"[{'name': 'persons', 'value': 'Carr, Dorothy Healey', 'rank': 1, 'major': 'N'}]",2000-07-05T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/2a10af40-9bd0-54de-baff-cfa2c9bd2e35,215,nyt://article/2a10af40-9bd0-54de-baff-cfa2c9bd2e35,"Paid Notice: Deaths  CARR, DOROTHY HEALEY",,,"Paid Notice: Deaths  CARR, DOROTHY HEALEY",,,,,[],,dementia,
" Jordan's New Uniform  Michael Jordan returned to pro basketball as part owner and president of operations of the Washington Wizards, instantly raising the team's profile.   SPORTSTHURSDAY, PAGE D1    Delay Urged on Missiles  After a failed missile test, supporters are joining opponents in seeking a delay in the decision on fielding a missile defense system.   PAGE A17",https://www.nytimes.com/2000/01/20/nyregion/inside-435384.html,,Jordan's New Uniform,A,1,The New York Times,[],[],2000-01-20T05:00:00+0000,article,Metropolitan Desk,New York,Summary,nyt://article/689a989b-0f36-51f0-b577-670f24052632,151,nyt://article/689a989b-0f36-51f0-b577-670f24052632,INSIDE,,,INSIDE,,,,,[],,dementia,
"Phyllis Finocchio dies at home in Queens, cared for by her family through a long battle with Alzheimer's disease; family opted against tube feeding when she could no longer eat, having learned from support groups that dying people who can no longer eat do not suffer from hunger and thirst and can be kept comfortable with ice chips and swabs to moisten the mouth and lips; photo (M)",https://www.nytimes.com/2000/05/30/health/a-peaceful-death-without-tubes.html,"Phyllis Finocchio dies at home in Queens, cared for by her family through a long battle with Alzheimer's disease; family opted against tube feeding when she could no longer eat, having learned from support groups that dying people who can no longe...","On a crisp, sunny morning a year ago, in the Queens apartment that had been her home for more than 40 years, death came gently for Phyllis Finocchio. Gazing into her husband's eyes, she squeezed his hand, and then let go of it for the last time.",F,7,The New York Times,[],"[{'name': 'persons', 'value': 'Finocchio, Phyllis', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 3, 'major': 'N'}]",2000-05-30T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/d381a501-c309-54dd-b5bc-bdecea5a9e41,489,nyt://article/d381a501-c309-54dd-b5bc-bdecea5a9e41,A Peaceful Death Without Tubes,,,A Peaceful Death Without Tubes,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"REIS-Donald J., MD of New York City and Stonington, CT, beloved husband of Cornelia Langer Noland and stepfather of Lyn, Cady and William Noland, died at age 69 on November 1, 2000. He was the George C. Cotzias Distinguished Professor of Neurology and Neuroscience at Cornell Medical Center and a renowned international neuroscience pioneer. Doctor Reis trained more than one hundred scientists around the world and received numerous awards for his work throughout a long and illustrious career. A memorial service is scheduled at the Century Association, 7 West 43rd Street on Friday, November 17th at 4 PM. In lieu of flowers contributions may be sent to the Department of Neurology and Neuroscience, WeillCornell Medical Center, 1300 York Avenue (Room F613), NY, NY 10021 or to the Citizens Commit tee for New York City, 305 Seventh Avenue, New York, NY 10001.     REIS-Donald J., MD. The Boards, Faculty and Staff of Weill Medical College of Cornell University and NewYork-Presbyterian Hospital are deeply saddened by the passing of Dr. Donald J. Reis, the George C. Cotzias Distinguished Professor of Neurology and Neuroscience and the founder and director of Weill Cornell's Laboratory of Neurobiology. A leading investigator in neuroscience who trained more than a hundred scientists now working around the world, Dr. Reis was noted for his contributions to the understanding of how the brain is organized to express emotional behaviors and how it controls blood pressure, protects itself against strokes and generates neurotransmitters, especially those affecting mood and behavior. His findings on stroke, dementia, Parkinsonism and schizophrenia have had a broad impact not only on neurobiology but also on internal medicine, psychiatry and psychosomatic medicine. His warmth, intelligence and humanity will be sorely missed. We extend our deepest condolences to his entire family.",https://www.nytimes.com/2000/11/05/classified/paid-notice-deaths-reis-donald-j-md.html,,"REIS-Donald J., MD of New York City and Stonington, CT, beloved husband of Cornelia Langer Noland and stepfather of Lyn, Cady and William Noland, died at age 69 on November 1, 2000. He was the George C. Cotzias Distinguished Professor of Neurology and Neuroscience at Cornell Medical Center and a renowned international neuroscience pioneer. Doctor Reis trained more than one hundred scientists around the world and received numerous awards for his work throughout a long and illustrious career. A memorial service is scheduled at the Century Association, 7 West 43rd Street on Friday, November 17th at 4 PM. In lieu of flowers contributions may be sent to the Department of Neurology and Neuroscience, WeillCornell Medical Center, 1300 York Avenue (Room F613), NY, NY 10021 or to the Citizens Commit tee for New York City, 305 Seventh Avenue, New York, NY 10001.",1,64,The New York Times,[],"[{'name': 'persons', 'value': 'REIS, DONALD J., MD', 'rank': 1, 'major': 'N'}]",2000-11-05T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/c6466341-0448-5739-a908-e32d249d151d,290,nyt://article/c6466341-0448-5739-a908-e32d249d151d,"Paid Notice: Deaths  REIS, DONALD J., MD",,,"Paid Notice: Deaths  REIS, DONALD J., MD",,,,,[],,dementia,
