abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"CBS sportscaster Tim Ryan, whose wife Lee has Alzheimer's disease, has asked John McEnroe and Jim Courier to play tennis exhibition in Boise, Idaho, on Dec 13 that will honor his wife and benefit Alzheimer's charities; photo (M)",https://www.nytimes.com/1997/11/29/sports/tv-sports-tim-ryan-copes-and-crusades.html,"CBS sportscaster Tim Ryan, whose wife Lee has Alzheimer's disease, has asked John McEnroe and Jim Courier to play tennis exhibition in Boise, Idaho, on Dec 13 that will honor his wife and benefit Alzheimer's charities; photo (M)","The diagnosis of Alzheimer's disease came early for Lee Ryan. She was only 50. Now, eight years later, Ryan, the wife of the CBS sportscaster Tim Ryan, can no longer walk. She can barely speak except to blurt out an occasional word.",C,5,The New York Times,[],"[{'name': 'persons', 'value': 'Courier, Jim', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ryan, Lee', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ryan, Tim', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'McEnroe, John', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Tennis', 'rank': 6, 'major': 'N'}]",1997-11-29T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/c7734d9f-3dfe-570d-b2e4-de732e5f3991,919,nyt://article/c7734d9f-3dfe-570d-b2e4-de732e5f3991,"Tim Ryan Copes, and Crusades",TV SPORTS,,"TV SPORTS; Tim Ryan Copes, and Crusades",,,,By Richard Sandomir,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Sandomir', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Article on Judith B Resnick, chairwoman of 13th annual Rita Hayworth Gala to benefit Alzheimer's Assn slated for October 15 at Waldorf-Astoria Hotel, NYC; photo (M)",https://www.nytimes.com/1997/10/12/nyregion/volunteer-heads-gala-to-fight-alzheimer-s.html,"Article on Judith B Resnick, chairwoman of 13th annual Rita Hayworth Gala to benefit Alzheimer's Assn slated for October 15 at Waldorf-Astoria Hotel, NYC; photo (M)","FOR Judith B. Resnick of Harrison, saying no is harder than saying yes. Which is why with an already loaded schedule of volunteer work, she took on another commitment that in itself is a full-time job: being chairwoman of ''The Gilded Age,'' the 13th annual Rita Hayworth Gala to benefit the Alzheimer's Association.",WC,14,The New York Times,[],"[{'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Resnick, Judith B', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Philanthropy', 'rank': 4, 'major': 'N'}]",1997-10-12T05:00:00+0000,article,Westchester Weekly Desk,New York,News,nyt://article/a771e14f-baf1-5b33-8e39-cf2de9605722,773,nyt://article/a771e14f-baf1-5b33-8e39-cf2de9605722,Volunteer Heads Gala to Fight Alzheimer's,,,Volunteer Heads Gala to Fight Alzheimer's,,,,By Lynne Ames,"[{'firstname': 'Lynne', 'middlename': None, 'lastname': 'Ames', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Alzheimer's disease, disclosed almost three years ago by 86-year-old former Pres Ronald Reagan, has made him shadow of what he once was, despite outward image of vigorous good health, special report, Reagan's Twilight; raconteur of old, 'Great Communicator' of American politics, is mostly silent, speaking in clipped phrases, rarely more than sentence or two, and appearing to recognize few people other than wife; as disease has advanced to middle stages he has retreated ever further from public view, and interviews with people who know him well have cast new light on persistent questions about his mental state as President, rekindled by disclosure of ailment in November 1994; nearly 70 when he took office, Reagan became oldest President, and throughout his two terms, series of well-publicized memory lapses and casual executive style provoked uncertainty--even ridicule--about his mental competence; his four main White House doctors say they saw no evidence that he had crossed fuzzy line between mere forgetfulness and beginnings of Alzheimers, and that, beyond natural failings of age, they never found his memory, reasoning or judgment significantly impaired; photos (L)",https://www.nytimes.com/1997/10/05/us/reagan-s-twilight-a-special-report-a-president-fades-into-a-world-apart.html,"Alzheimer's disease, disclosed almost three years ago by 86-year-old former Pres Ronald Reagan, has made him shadow of what he once was, despite outward image of vigorous good health, special report, Reagan's Twilight; raconteur of old, 'Great Com...","In February of last year, George P. Shultz went to visit his old boss, Ronald Reagan, at the former President's home in the Bel Air neighborhood of Los Angeles. He drank tea with Mr. Reagan and his wife, Nancy, and talked a little politics. In all, he stayed perhaps an hour.",1,1,The New York Times,[],"[{'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidents and Presidency (US)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 5, 'major': 'N'}]",1997-10-05T05:00:00+0000,article,National Desk,U.S.,Biography; Special Report,nyt://article/b5593f71-b58e-5532-b538-ca27a4455161,3086,nyt://article/b5593f71-b58e-5532-b538-ca27a4455161,REAGAN'S TWILIGHT -- A special report.; A President Fades Into a World Apart,,,REAGAN'S TWILIGHT -- A special report.; A President Fades Into a World Apart,,,,By Lawrence K. Altman,"[{'firstname': 'Lawrence', 'middlename': 'K.', 'lastname': 'Altman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Article on persistent questions about mental competence of former Pres Ronald Reagan's while he was in office, arising from disclosure that he is suffering from Alzheimer's disease; throughout years in Washington, he was portrayed by many pundits and political opponents as absent-minded, inattentive, incurious and even lazy, and his Presidency was marked by succession of very public mental gaffes; his four main White House doctors say they never detected any evidence that his forgetfulness was more than just that; say his mental competence was never in doubt, pointing out that tests of mental status did not begin to show evidence of disease until more than four years after he left office; photo (M)",https://www.nytimes.com/1997/10/05/us/while-known-for-being-forgetful-reagan-was-mentally-sound-in-office-doctors-say.html,"Article on persistent questions about mental competence of former Pres Ronald Reagan's while he was in office, arising from disclosure that he is suffering from Alzheimer's disease; throughout years in Washington, he was portrayed by many pundits ...","When former President Ronald Reagan disclosed in November 1994 that he had Alzheimer's disease, many people could not help suspecting that the illness had begun to rob him of memory while he was in the White House.",1,34,The New York Times,[],"[{'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidents and Presidency (US)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}]",1997-10-05T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/a0f885e4-5590-59f7-8461-9e28b0ccc735,2171,nyt://article/a0f885e4-5590-59f7-8461-9e28b0ccc735,"While Known for Being Forgetful, Reagan Was Mentally Sound in Office, Doctors Say",,,"While Known for Being Forgetful, Reagan Was Mentally Sound in Office, Doctors Say",,,,BY Lawrence K. Altman,"[{'firstname': 'Lawrence', 'middlename': 'K.', 'lastname': 'Altman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Alzheimer's Association of Westchester-Putnam (NY) is preparing to open center for people in early stages of Alzheimer's which will offer counseling, referral and education to patients and family members (M) s",https://www.nytimes.com/1997/08/17/nyregion/center-to-treat-those-with-early-alzheimer-s.html,"Alzheimer's Association of Westchester-Putnam (NY) is preparing to open center for people in early stages of Alzheimer's which will offer counseling, referral and education to patients and family members (M) s","WHEN people think of Alzheimer's disease, they often envision the latest stages, the total devastation of personality and body functions lost to the illness. But the early symptoms of Alzheimer's may be equally destructive in their own insidious way: an individual who first experiences forgetfullness and disorientation and is aware of his diminished capabilities can be embarrassed, bewildered and terrified.",WC,13,The New York Times,[],"[{'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",1997-08-17T05:00:00+0000,article,Westchester Weekly Desk,New York,News,nyt://article/0e9a6dea-1339-5cdf-8980-e2124da905cd,557,nyt://article/0e9a6dea-1339-5cdf-8980-e2124da905cd,Center to Treat Those With Early Alzheimer's,,,Center to Treat Those With Early Alzheimer's,,,,By Lynne Ames,"[{'firstname': 'Lynne', 'middlename': None, 'lastname': 'Ames', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Amgen Inc agrees to pay $48.5 million to Guilford Pharmaceuticals Inc to acquire rights to class of new compounds that could serve as basis of drugs to treat disorders of nervous system; Amgen could pay Guilford up to $392 million in additional payments if drugs are successful in 10 diseases specified in the agreement; analysts say deal underscores attraction of drugs to treat disorders of central nervous system--like Parkinson's disease, Alzheimer's disease and stroke--as vast, largely untapped market (L)",https://www.nytimes.com/1997/08/22/business/amgen-in-deal-for-potential-nerve-disorder-treatments.html,Amgen Inc agrees to pay $48.5 million to Guilford Pharmaceuticals Inc to acquire rights to class of new compounds that could serve as basis of drugs to treat disorders of nervous system; Amgen could pay Guilford up to $392 million in additional pa...,Amgen Inc. said yesterday that it had agreed to pay $48.5 million to Guilford Pharmaceuticals Inc. to acquire the rights to a class of new compounds that could serve as the basis of drugs to treat disorders of the nervous system.,D,2,The New York Times,[],"[{'name': 'organizations', 'value': 'GUILFORD PHARMACEUTICALS INC', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AMGEN INC', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Nerves and Nervous System', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Parkinson's Disease"", 'rank': 8, 'major': 'N'}]",1997-08-22T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/dfdb509b-6422-5b00-a3df-cf7e81bb6c60,470,nyt://article/dfdb509b-6422-5b00-a3df-cf7e81bb6c60,Amgen in Deal for Potential Nerve Disorder Treatments,,,Amgen in Deal for Potential Nerve Disorder Treatments,,,,By Lawrence M. Fisher,"[{'firstname': 'Lawrence', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Researchers find that women who take estrogen after menopause are much less likely than those who do not to develop Alzheimer's disease (S),https://www.nytimes.com/1997/06/18/us/estrogen-and-alzheimer-s.html,Researchers find that women who take estrogen after menopause are much less likely than those who do not to develop Alzheimer's disease (S),RESEARCHERS in Maryland have found that women who take estrogen after menopause are much less likely than those do not use the hormone replacement to develop Alzheimer's disease.,C,11,The New York Times,[],"[{'name': 'subject', 'value': 'Estrogen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}]",1997-06-18T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/df97fdb6-47f6-56c6-a114-c5fee450418a,310,nyt://article/df97fdb6-47f6-56c6-a114-c5fee450418a,Estrogen and Alzheimer's,HEALTH WATCH,,Estrogen and Alzheimer's,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Three boarding homes for people with Alzheimer's disease have opened in Bergen County in past year and eight more are planned (New Jersey Daily Briefing) (S),https://www.nytimes.com/1997/02/27/nyregion/alzheimer-s-homes-open.html,Three boarding homes for people with Alzheimer's disease have opened in Bergen County in past year and eight more are planned (New Jersey Daily Briefing) (S),"Three boarding homes for people with Alzheimer's disease have opened in Bergen County in the past year and eight more are planned, according to the Northern New Jersey Chapter of the Alzheimer's Association. Some Bergen County residents have complained that people with Alzheimer's disease can be found wandering in the neighborhood unsupervised and pose a danger to themselves and others.",B,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Bergen County (NJ)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",1997-02-27T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/c27e76c3-e0f9-5918-84d9-b8a32b4cd565,134,nyt://article/c27e76c3-e0f9-5918-84d9-b8a32b4cd565,Alzheimer's Homes Open,NEW JERSEY DAILY BRIEFING,,Alzheimer's Homes Open,,,,By Terry Pristin,"[{'firstname': 'Terry', 'middlename': None, 'lastname': 'Pristin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Researchers say needed clinical studies of role taking estrogen after menopause can play in preventing, delaying and perhaps treating Alzheimer's disease may never be completed because so many women are already convinced of benefits that they are unwilling to take part in studies that might place them on placebos for years; have been able to recruit only 1,500 women over 70 years old for study intended to follow 5,000 women for eight years (M)",https://www.nytimes.com/1997/03/05/us/alzheimer-studies-thwarted.html,"Researchers say needed clinical studies of role taking estrogen after menopause can play in preventing, delaying and perhaps treating Alzheimer's disease may never be completed because so many women are already convinced of benefits that they are ...","EVIDENCE that taking estrogen after menopause may prevent or delay and perhaps even treat Alzheimer's disease is increasingly compelling. But it is hardly conclusive, and the precise role that estrogen may play in curbing this devastating brain disease remains uncertain.",C,10,The New York Times,[],"[{'name': 'subject', 'value': 'Estrogen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'HEALTH PAGE (NYT)', 'rank': 7, 'major': 'N'}]",1997-03-05T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/8adc34af-9876-5a00-9aee-8dcea09513f4,1169,nyt://article/8adc34af-9876-5a00-9aee-8dcea09513f4,Alzheimer Studies Thwarted,,,Alzheimer Studies Thwarted,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Researchers find genetic link to some 60 to 70 percent of Alzheimer's disease cases: defects in two of genes that regulate energy metabolism in human cell; Dr W Davis Parker Jr of University of Virginia Medical School led study in collaboration with Mitokor Inc, biotechnology company based in San Diego (M)",https://www.nytimes.com/1997/04/30/us/alzheimer-s-team-finds-a-new-genetic-link.html,Researchers find genetic link to some 60 to 70 percent of Alzheimer's disease cases: defects in two of genes that regulate energy metabolism in human cell; Dr W Davis Parker Jr of University of Virginia Medical School led study in collaboration wi...,Researchers say they have found a genetic link to some 60 to 70 percent of Alzheimer's disease cases: defects in two of the genes that regulate energy metabolism in the human cell.,A,16,The New York Times,[],"[{'name': 'organizations', 'value': 'Mitokor Inc', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Parker, W Davis Jr', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",1997-04-30T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/0337fd60-b7d1-556d-b3b2-96fd16a146ed,576,nyt://article/0337fd60-b7d1-556d-b3b2-96fd16a146ed,Alzheimer's Team Finds a New Genetic Link,,,Alzheimer's Team Finds a New Genetic Link,,,,By Lawrence M. Fisher,"[{'firstname': 'Lawrence', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
