abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"IBM plans to announce project called World Community Grid to harness untapped computing power from millions of personal computers to help unlock genetic mysteries of illnesses like AIDS, Alzheimer's disease, malaria and cancer; project was developed in collaboration with National Institutes of Health, World Health Organization, United Nations and other organizations, and represents significant step in use of Internet to foster collaborative scientific research; goal is to combine computer resources and shared knowledge of researchers to accelerate pace of scientific discovery (M)",https://www.nytimes.com/2004/11/16/technology/unused-pc-power-to-run-grid-for-unraveling-disease.html,"IBM plans to announce project called World Community Grid to harness untapped computing power from millions of personal computers to help unlock genetic mysteries of illnesses like AIDS, Alzheimer's disease, malaria and cancer; project was develop...","I.B.M. plans today to announce a project to harness untapped computing power from millions of personal computers to help unlock the genetic mysteries of illnesses like AIDS, Alzheimer's disease, malaria and cancer.",C,6,The New York Times,[],"[{'name': 'organizations', 'value': 'United Nations', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'World Health Organization', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'International Business Machines Corporation', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'International Business Machines Corp', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institutes of Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Acquired Immune Deficiency Syndrome', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Cancer', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Malaria', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 14, 'major': 'N'}]",2004-11-16T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/9d48a6c4-a724-5fc1-9053-1994f0d2ee9f,786,nyt://article/9d48a6c4-a724-5fc1-9053-1994f0d2ee9f,Unused PC Power to Run Grid for Unraveling Disease,TECHNOLOGY,,TECHNOLOGY; Unused PC Power to RunGrid for Unraveling Disease,,,,By Steve Lohr,"[{'firstname': 'Steve', 'middlename': None, 'lastname': 'Lohr', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"More than four million Americans have Alzheimer's disease and experts expect number to increase as population ages; Dr Constantine Lyketsos, Johns Hopkins University psychiatrist and Alzheimer's expert who recently testified before Senate hearing on violence among dementia patients, holds that every year between 15 and 17 percent of dementia patients have violent outbursts, most them unpredictable; although there is no current treatment for Alzheimer's, many doctors are prescribing drugs to treat psychiatric symptoms or suggesting behavior therapy or activity programs; caregivers of Alzheimer's patients are understandably disturbed by violent or aggressive shift in behavior and change is leading reason Alzheimer's patients are placed in nursing home; various treatment options described; photos (L)",https://www.nytimes.com/2004/11/02/health/alzheimers-steals-more-than-memory.html,"More than four million Americans have Alzheimer's disease and experts expect number to increase as population ages; Dr Constantine Lyketsos, Johns Hopkins University psychiatrist and Alzheimer's expert who recently testified before Senate hearing ...","It happened without warning, early one day last summer as they prepared to go out. Gloria Rapport's husband raised his arm to her, fist poised.",F,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Johns Hopkins University', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'LYKETSOS, CONSTANTINE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 10, 'major': 'N'}]",2004-11-02T05:00:00+0000,article,Science Desk,Health,Series,nyt://article/0e844622-e9f6-514a-a9da-3a2ecc379773,2051,nyt://article/0e844622-e9f6-514a-a9da-3a2ecc379773,Alzheimer's Steals More Than Memory,,,Alzheimer's Steals More Than Memory,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Dr Lauren Krupp of State University of New York, Stony Brook, leads study on effectiveness of Alzheimer's drugs in treating memory loss in multiple sclerosis patients; such patients given donepezil, memory drug, scored 14 percent higher on memory tests than they did prior to receiving medication; control group did not register change in score; study is published in journal Neurology; drawing (S)",https://www.nytimes.com/2004/11/09/health/treatments-for-ms-a-possible-memory-jolt.html,"Dr Lauren Krupp of State University of New York, Stony Brook, leads study on effectiveness of Alzheimer's drugs in treating memory loss in multiple sclerosis patients; such patients given donepezil, memory drug, scored 14 percent higher on memory ...","A drug used to treat symptoms of Alzheimer's disease may also help people suffering from memory problems because of multiple sclerosis, researchers reported yesterday. Writing in the journal Neurology, they said that a small group of M.S. patients had benefited from the drug, donepezil, when they were given it over a 24-week period. But they said more extensive research was needed.",F,7,The New York Times,[],"[{'name': 'organizations', 'value': 'NEUROLOGY', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'State University of New York at Stony Brook', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'KRUPP, LAUREN', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'DONEPEZIL (DRUG)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Multiple Sclerosis', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 10, 'major': 'N'}]",2004-11-09T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/fa27d8a6-c26d-5e32-8c42-a07ef894b833,241,nyt://article/fa27d8a6-c26d-5e32-8c42-a07ef894b833,"Treatments: For M.S., a Possible Memory Jolt",VITAL SIGNS: TREATMENTS,,"VITAL SIGNS: TREATMENTS; For M.S., a Possible Memory Jolt",,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Study finds people in early stages of Alzheimer's disease are much more likely than other older adults with no known neurological problems to make navigation and safety errors when driving; is reported in journal Neurology; Dr David A Drachman editorial in journal discusses challenge of recognizing how long patient can continue to drive safely; drawing (M),https://www.nytimes.com/2004/09/14/health/aging-alzheimers-on-the-road.html,Study finds people in early stages of Alzheimer's disease are much more likely than other older adults with no known neurological problems to make navigation and safety errors when driving; is reported in journal Neurology; Dr David A Drachman edi...,"Even after Alzheimer's disease is diagnosed, experts say, many older people with the condition continue to drive. But a study released yesterday suggests that their driving ability should be carefully scrutinized.",F,7,The New York Times,[],"[{'name': 'organizations', 'value': 'NEUROLOGY', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'DRACHMAN, DAVID A', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Roads and Traffic', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}]",2004-09-14T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/3be91a0a-f603-55f4-b89e-96e0d02e0049,400,nyt://article/3be91a0a-f603-55f4-b89e-96e0d02e0049,Aging: Alzheimer's on the Road,VITAL SIGNS: AGING,,VITAL SIGNS: AGING; Alzheimer's on the Road,,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Article in series on Alzheimer's Disease, The Long Goodbye, describes round-the-clock attention required by man whose family is determined to care for him at home; primary caregiver for Christopher Dillon is his wife, who describes her situation as 'overwhelming, worse every day,' despite help she gets from two adult sons; Dillons' ordeal is familiar to families of 4.5 million American men and women with Alzheimer's; health care experts expect number of afflicted to triple to 14 million by midcentury; for their caregivers, life is constant vigil, an act of stoic devotion that most families embrace as antithesis of nursing home; experts agree that substantial majority of Alzheimer's patients are cared for at home by family members; this growing army of caregivers props up nation's health care system with free labor worth estimated $100 billion a year or more; many caregivers pay terrible price, as emotional bonds and financial resources are strained; many get sick from stress; daily routine in Dillon household described; photos (M)",https://www.nytimes.com/2004/09/16/health/alzheimers-in-the-living-room-how-one-family-rallies-to-cope.html,"Article in series on Alzheimer's Disease, The Long Goodbye, describes round-the-clock attention required by man whose family is determined to care for him at home; primary caregiver for Christopher Dillon is his wife, who describes her situation a...","After his retirement as a New York City carpenter four years ago, and before he faded into the incoherent fog of Alzheimer's disease, Christopher Dillon and his two grown sons renovated a bathroom in the basement of the family's Queens home.",A,1,The New York Times,[],"[{'name': 'persons', 'value': 'DILLON, CHRISTOPHER', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Surveys and Series', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}]",2004-09-16T05:00:00+0000,article,National Desk,U.S.,Series,nyt://article/bffe5a52-6191-5c0e-abf5-d313ce421c9c,2997,nyt://article/bffe5a52-6191-5c0e-abf5-d313ce421c9c,Alzheimer's in the Living Room: How One Family Rallies to Cope,The Long Goodbye,,Alzheimer's in the Living Room: How One Family Rallies to Cope,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
" For Drug Treatment  THURSDAY -- Michael Cavanaugh will perform at a dinner at Gotham Hall, 1356 Broadway (36th Street) to aid VIP Community Services, the drug- and alcohol-treatment organization in the Bronx. Drinks at 6:30 with dinner at 7:30 and the show. Tickets, $500, from (718)583-5150, ext. 407.    U.N. Consciousness  THURSDAY -- Oprah Winfrey and Joan Ganz Cooney will be honored at a dinner at the Waldorf-Astoria to support the United Nations Association of the United States of America and its work to educate the public about the U.N. Drinks at 6; dinner at 7. Tickets, $1,000, from (212)907-1356, or from www.unausa.org.    Aiding Elderly Latinos  FRIDAY -- A black-tie dinner at the Grand Hyatt New York will benefit the Institute for the Puerto Rican/Hispanic Elderly, a social services organization in New York. Drinks at 6 and dinner at 7. Tickets, $500, from (212)677-4181.    Helping the Homeless  FRIDAY -- An evening at the theater will benefit the programs for the homeless provided by Help USA. The benefit begins at a preview of ''Brooklyn the Musical,'' at the Plymouth Theater, 236 West 45th Street, at 8. Cocktails and hors d'oeuvres, at Angus McIndoe, 258 West 44th Street, about 9:30. Tickets, $100, from (212)400-7016.    Beaumont Artistry  OCT. 4 -- A cocktail party at the Vivian Beaumont Theater at Lincoln Center, will benefit the theater's artistic and educational programs. The evening begins at 7:30 and concludes at 10:30. Tickets, $100, from (212)501-3251.    Aiding Gays and Lesbians  OCT. 4 -- A black-tie dinner at the Copacabana, 34th Street at 11th Avenue, will help the food pantry, the teen shelter and other programs for gay and lesbian people of Metropolitan Community Charities of New York. The evening begins at 7 with cocktails, with dinner at 8 and entertainment by David Raleigh and the Little/Big Band. Tickets, $125, from (212)629-7440.    New York Hospitals  OCT. 4 -- Mathilde Krim will be among those honored at a black-tie dinner celebrating the 125th anniversary of the United Hospital Fund, at the Waldorf-Astoria, to raise money for the group's grants to New York hospitals and health care organizations. Drinks at 6:30 and dinner at 7:30, with dancing to the music of Michael Carney and his orchestra. Tickets, $750, from (212)494-0733.    Stars for Civil Liberties  OCT. 4 -- Paul Simon, Patti Smith, Philip Glass, Sean Penn, Mos Def, Robin Williams and Lou Reed are among those performing at Lincoln Center's Avery Fisher Hall to aid the American Civil Liberties Union. The performances begin at 7:30; drinks and hors d'oeuvres at the Mandarin Oriental about 10. Tickets, $500, from (212)582-5400, or $100 and up for performances only, from (212)875-5030.    Auction for Museum  OCT. 4 -- An auction of a three-night weekend for four at a historic house in East Hampton, N.Y., a private tea and tour, led by Leslie Keno, for 8to 10 people at Sotheby's, and other items at the Fraunces Tavern Museum, 54 Pearl Street (Broad Street), will aid the museum's edu-cational programs. Drinks, hors d'oeuvres and jazz at 6 will be followed by the auction at 7. Tickets, $100, from (212)969-8138.    For A.L.S. Organization  OCT. 4 -- Ben Stiller will be the host, with his wife, Christine Taylor, of a dinner at Cipriani 42nd Street to aid Project A.L.S. The organization supports research on, treatment for and public information about amyotrophic lateral sclerosis, commonly known as Lou Gehrig's disease. Cocktails at 6 and dinner at 7. Tickets, $500, from (212)420-7382.    To Aid Alzheimer's Research  OCT. 5 -- Princess Yasmin Aga Khan and Maria Shriver will be honored at the annual black-tie dinner dance at the Waldorf-Astoria to benefit the research supported by the Alzheimer's Association. Drinks at 6:30, with dinner and dancing at 7:30. Tickets, $1,000, from (212)843-1712.    Toward a More Livable City  OCT. 5 -- Agnes Gund will be honored at a black-tie dinner at 731 Lexington Avenue (58th Street), to aid the Municipal Art Society and its work to make New York a more livable city. Drinks at 7 and dinner at 8. Tickets, $1,000, from (914)834-2868.",https://www.nytimes.com/2004/09/26/nyregion/thecity/sept-27-oct-5.html,"For Drug Treatment  THURSDAY -- Michael Cavanaugh will perform at a dinner at Gotham Hall, 1356 Broadway (36th Street) to aid VIP Community Services, the drug- and alcohol-treatment organization in the Bronx. Drinks at 6:30 with dinner at 7:30 and...","For Drug Treatment THURSDAY -- Michael Cavanaugh will perform at a dinner at Gotham Hall, 1356 Broadway (36th Street) to aid VIP Community Services, the drug- and alcohol-treatment organization in the Bronx. Drinks at 6:30 with dinner at 7:30 and the show. Tickets, $500, from (718)583-5150, ext. 407.",14,10,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Municipal Art Society', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Lincoln Center for the Performing Arts', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': ""Sotheby's Holdings Incorporated"", 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'United Hospital Fund', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Fraunces Tavern', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Help USA', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'American Civil Liberties Union', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSOCIATION"", 'rank': 10, 'major': 'N'}]",2004-09-26T05:00:00+0000,article,The City Weekly Desk,New York,Schedule,nyt://article/6b79f443-cbca-560b-a459-add08de2d45a,672,nyt://article/6b79f443-cbca-560b-a459-add08de2d45a,Sept. 27 - Oct. 5,Benefits,,BENEFITS,,,,,[],,Alzheimer,
"Vincenzo Pizzurro, who has Alzheimer's Disease, is accused of stabbing and beating his 88-year-old wife to death at their apartment in Queens; police say victim, Francesca Pizzurro, may have physically abused her husband in past (M)",https://www.nytimes.com/2004/09/08/nyregion/alzheimers-patient-88-kills-wife-police-say.html,"Vincenzo Pizzurro, who has Alzheimer's Disease, is accused of stabbing and beating his 88-year-old wife to death at their apartment in Queens; police say victim, Francesca Pizzurro, may have physically abused her husband in past (M)","An 88-year-old Queens man with Alzheimer's disease stabbed his 80-year-old wife and beat her to death with a broomstick yesterday morning, the police said.",B,3,The New York Times,[],"[{'name': 'glocations', 'value': 'Queens (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSOCIATION"", 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'PIZZURRO, FRANCESCA', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'PIZZURRO, VINCENZO', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Domestic Violence', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 10, 'major': 'N'}]",2004-09-08T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/67dcf692-a612-5c30-9807-3ac478ed96fb,527,nyt://article/67dcf692-a612-5c30-9807-3ac478ed96fb,"Alzheimer's Patient, 88, Kills Wife, Police Say",,,"Alzheimer's Patient, 88, Kills Wife, Police Say",,,,By Michael Wilson,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Panel of experts in law and medicine recommends that election officials supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine competence to vote; also call for voting-law changes to define mental competence in accord with 2001 court ruling; article in AMA Journal warns that voting by people with dementia is emerging policy problem, since many in nursing homes use absentee ballots susceptible to fraud by partisan workers who show up to 'assist' residents; co-author Dr Jason H Karlawish explains proposed testing, which might be most useful for patients in middle range of impairment (M)",https://www.nytimes.com/2004/09/15/politics/campaign/change-urged-for-nursinghome-voters.html,Panel of experts in law and medicine recommends that election officials supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine competence to vote; also call for vot...,"Election officials should supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine whether they are competent to vote, a panel of experts in law and medicine is recommending.",A,23,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AMA JOURNAL', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'KARLAWISH, JASON H', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Voting Requirements and Voters', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2004', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'VOTING REQUIREMENTS', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 17, 'major': 'N'}]",2004-09-15T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/1734f809-796e-5aca-b091-c0c111c72318,1058,nyt://article/1734f809-796e-5aca-b091-c0c111c72318,Change Urged for Nursing-Home Voters,,,Change Urged for Nursing-Home Voters,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Study led by Dr Richard Schulz of University of Pittsburgh School of Medicine finds caretakers of Alzheimer's disease patients commonly suffer from depression after placing loved ones in nursing homes; findings are reported in Journal of the American Medical Association (S),https://www.nytimes.com/2004/08/25/us/national-briefing-science-and-health-study-finds-depression-in-caregivers.html,Study led by Dr Richard Schulz of University of Pittsburgh School of Medicine finds caretakers of Alzheimer's disease patients commonly suffer from depression after placing loved ones in nursing homes; findings are reported in Journal of the Ameri...,"Relatives who have cared for Alzheimer's disease patients suffer depression and anxiety after placing the patient in a nursing home and need to be offered treatment, according to a study in the Journal of the American Medical Association. The depression symptoms can stem from stress, guilt, lack of control over care and the knowledge that a loved one's health is declining, said Dr. Richard Schulz, the lead researcher on the study and a professor at the University of Pittsburgh School of Medicine. Researchers interviewed 1,222 people who cared for Alzheimer's patients, 180 of whom placed a patient in a care facility during the 18-month study.",A,18,The New York Times,[],"[{'name': 'organizations', 'value': 'University of Pittsburgh', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'SCHULZ, RICHARD', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 6, 'major': 'N'}]",2004-08-25T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/1c46e71f-06c6-5f15-b0da-b6a4f45207d7,127,nyt://article/1c46e71f-06c6-5f15-b0da-b6a4f45207d7,National Briefing | Science And Health: Study Finds Depression In Caregivers,,,National Briefing | Science And Health: Study Finds Depression In Caregivers,,,,By Bloomberg News,"[{'firstname': 'Bloomberg', 'middlename': None, 'lastname': 'News', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Researchers at Mayo Clinic find Aricept, drug used to treat Alzheimer's Disease, may briefly delay its onset in people with memory problems; study is first to find that any treatment could slow decline of people with mild impairment; drug is only approved for Alzheimer's and not mild cognitive impairment, for which there is no approved treatment (M)",https://www.nytimes.com/2004/07/19/us/drug-shows-promise-in-slightly-delaying-the-onset-of-alzheimer-s.html,"Researchers at Mayo Clinic find Aricept, drug used to treat Alzheimer's Disease, may briefly delay its onset in people with memory problems; study is first to find that any treatment could slow decline of people with mild impairment; drug is only ...","A drug used to treat Alzheimer's disease may briefly delay its onset in people with memory problems that sometimes lead to the disease, researchers reported Sunday.",A,15,The New York Times,[],"[{'name': 'organizations', 'value': 'Mayo Clinic', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ARICEPT (DRUG)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",2004-07-19T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/bf9879d1-4f8a-5623-b6b7-3db11d1a542b,381,nyt://article/bf9879d1-4f8a-5623-b6b7-3db11d1a542b,Drug Shows Promise in Slightly Delaying the Onset of Alzheimer's,,,Drug Shows Promise in Slightly Delaying the Onset of Alzheimer's,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
