abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"Review of several studies, published in journal of British Medical Assn, finds that chemicals called terpenes found in lavender oil or lemon balm appear to help calm agitation in patients with severe Alzheimer's disease; drawing (M)",https://www.nytimes.com/2002/12/10/health/vital-signs-treatments-calming-agitation-in-alzheimer-s.html,"Review of several studies, published in journal of British Medical Assn, finds that chemicals called terpenes found in lavender oil or lemon balm appear to help calm agitation in patients with severe Alzheimer's disease; drawing (M)","Aromatherapy using lavender oil or lemon balm appears to help calm agitation in patients with severe cases of Alzheimer's disease, according to a review of several studies.",F,6,The New York Times,[],"[{'name': 'subject', 'value': 'Lemons', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'TERPENES (CHEMICALS)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'LAVENDER', 'rank': 4, 'major': 'N'}]",2002-12-10T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/a1358802-8aaf-5da1-84c1-147c50df01f6,211,nyt://article/a1358802-8aaf-5da1-84c1-147c50df01f6,Calming Agitation in Alzheimer's,VITAL SIGNS: TREATMENTS,,VITAL SIGNS: TREATMENTS; Calming Agitation in Alzheimer's,,,,By John O'Neil,"[{'firstname': 'John', 'middlename': None, 'lastname': ""O'Neil"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Holly Brubach Op-Ed article on attending New York City Ballet's production of The Nutcracker with her father, who was in his 70's and in intermediate stages of Alzheimer's disease, and how he was enthralled by everything on stage and restored for an evening to his lost clarity of mind (M)",https://www.nytimes.com/2002/12/25/opinion/the-miracle-of-the-nutcracker.html,"Holly Brubach Op-Ed article on attending New York City Ballet's production of The Nutcracker with her father, who was in his 70's and in intermediate stages of Alzheimer's disease, and how he was enthralled by everything on stage and restored for ...","I discovered George Balanchine's ''The Nutcracker'' when I moved to New York after college, and, as with so many other works intended for children, it struck me as something that could only be fully appreciated by adults.",A,23,The New York Times,[],"[{'name': 'organizations', 'value': 'New York City Ballet', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 3, 'major': 'N'}]",2002-12-25T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/08096d5c-636d-59f6-bd74-c90e29a0bd33,643,nyt://article/08096d5c-636d-59f6-bd74-c90e29a0bd33,The Miracle of 'The Nutcracker',,,The Miracle of 'The Nutcracker',,,,By Holly Brubach,"[{'firstname': 'Holly', 'middlename': None, 'lastname': 'Brubach', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Study by Dr John C Breitner finds that women who take hormone therapy after menopause and continue it for ten years or more may have reduced risk for Alzheimer's disease; cautions about small size of study, in Cache County, Utah, warning that finding does not warrant prescribing of hormones for this purpose (M)",https://www.nytimes.com/2002/11/06/us/study-suggests-long-term-hormone-therapy-may-reduce-alzheimer-s-risk-for-women.html,"Study by Dr John C Breitner finds that women who take hormone therapy after menopause and continue it for ten years or more may have reduced risk for Alzheimer's disease; cautions about small size of study, in Cache County, Utah, warning that find...","Women who take hormone therapy after menopause and continue with it for 10 years or more may have a reduced risk of Alzheimer's disease, researchers report.",A,18,The New York Times,[],"[{'name': 'persons', 'value': 'BREITNER, JOHN C', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}]",2002-11-06T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/5d90a887-fca6-5ef4-9672-01596b46c3c5,882,nyt://article/5d90a887-fca6-5ef4-9672-01596b46c3c5,Study Suggests Long-Term Hormone Therapy May Reduce Alzheimer's Risk for Women,,,Study Suggests Long-Term Hormone Therapy May Reduce Alzheimer's Risk for Women,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"As more people live longer and have greater expectations for their old age complexion of their worries has changed, with many saying what they fear more than death or dread diseases is losing their minds; dementia, particularly Alzheimer's disease, has grown increasingly commonplace, leaving many aging people alarmed at own fates as they witness how it mercilessly transforms relatives and friends; more people now appear concerned about getting disorder than are ever likely to get it; photos (M)",https://www.nytimes.com/2002/11/11/nyregion/more-than-death-fearing-a-muddled-mind.html,"As more people live longer and have greater expectations for their old age complexion of their worries has changed, with many saying what they fear more than death or dread diseases is losing their minds; dementia, particularly Alzheimer's disease...",It happens when she forgets. It could be a phone number. It could be an appointment. She might be about to introduce someone -- someone she knows very well -- and the name will totally elude her: ''And this is . . . uh . . . uh. . . .'',A,1,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}]",2002-11-11T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/41f05b91-d615-5c0e-938d-35ef492189b7,2112,nyt://article/41f05b91-d615-5c0e-938d-35ef492189b7,"More Than Death, Fearing a Muddled Mind",,,"More Than Death, Fearing a Muddled Mind",,,,By N. R. Kleinfield,"[{'firstname': 'N.', 'middlename': 'R.', 'lastname': 'Kleinfield', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Charlton Heston, who propelled gun lobby into top echelons of populist American crusades as National Rifle Association president and now suffers from Alzheimer's disease symptoms, plans final round of campaigning for Republicans in tight races in several states; says disease has not yet affected him, interview; campaigns for John E Sununu for Senate and Jeb Bradley for House in New Hampshire, but admits he knows little about individual candidates (M)",https://www.nytimes.com/2002/10/23/us/the-2002-campaign-the-issue-of-guns-heston-takes-last-lap-in-the-cause-of-guns.html,"Charlton Heston, who propelled gun lobby into top echelons of populist American crusades as National Rifle Association president and now suffers from Alzheimer's disease symptoms, plans final round of campaigning for Republicans in tight races in ...","Charlton Heston's voice is softer than when he bellowed as Moses, his body frailer than when he commandeered a chariot as Ben-Hur. He shuffles stiffly now across a room, his upper body angled forward. He leans on a lectern because standing tires him. It takes prodding from a colleague for Mr. Heston, 79, to raise a flintlock over his head in his signature pose and challenge his critics to pry the rifle ''from my cold dead hands.''",A,16,The New York Times,[],"[{'name': 'glocations', 'value': 'New Hampshire', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Rifle Assn', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Heston, Charlton', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Sununu, John E', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'BRADLEY, JEB', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'ELECTION ISSUES', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Gun Control', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Lobbying and Lobbyists', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Firearms', 'rank': 13, 'major': 'N'}]",2002-10-23T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/a9b006b4-bcca-5ab6-9767-798e1eeccf6d,1070,nyt://article/a9b006b4-bcca-5ab6-9767-798e1eeccf6d,Heston Takes Last Lap In the Cause of Guns,THE 2002 CAMPAIGN: THE ISSUE OF GUNS,,THE 2002 CAMPAIGN: THE ISSUE OF GUNS; Heston Takes Last Lap In the Cause of Guns,,,,By Katharine Q. Seelye,"[{'firstname': 'Katharine', 'middlename': 'Q.', 'lastname': 'Seelye', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Profile of and interview with Raymond Davis Jr, former Brookhaven National Laboratory researcher who has won Nobel Prize in physics for his work with solar neutrinos; Davis, 88, is in early stages of Alzheimer's disease; photos (M)",https://www.nytimes.com/2002/10/20/nyregion/a-nobel-effort-honored-just-in-time.html,"Profile of and interview with Raymond Davis Jr, former Brookhaven National Laboratory researcher who has won Nobel Prize in physics for his work with solar neutrinos; Davis, 88, is in early stages of Alzheimer's disease; photos (M)","IN a gold mine nearly a mile beneath the Black Hills of South Dakota, Raymond Davis Jr. of Brookhaven National Laboratory set out four decades ago to catch neutrinos from the core of the sun.",LI,14,The New York Times,[],"[{'name': 'organizations', 'value': 'Brookhaven National Laboratory', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'DAVIS, RAYMOND JR', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Physics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Neutrinos', 'rank': 5, 'major': 'N'}]",2002-10-20T05:00:00+0000,article,Long Island Weekly Desk,New York,News,nyt://article/065ab6ac-a60b-53bf-bba3-2a08a80694d7,1519,nyt://article/065ab6ac-a60b-53bf-bba3-2a08a80694d7,A Nobel Effort Honored Just in Time,,,A Nobel Effort Honored Just in Time,,,,By John Rather,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Rather', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Former First Lady Nancy Reagan is obliquely but persistently campaigning--through friends, advisers, lawmakers and her own well-placed calls and letters--to reverse Pres Bush's decision to limit federal financing for stem cell research; Reagan believes embryonic stem cell research could uncover cure for Alzheimer's, disease that is inflicting former president; friends say Mrs Reagan was dismayed when Bush took issue with new California law that encourages such research; her advisers say Mrs Reagan's sense of decorum and party loyalty inhibit her from publicly challenging Republican president; photo (M)",https://www.nytimes.com/2002/09/29/us/nancy-reagan-in-a-whisper-fights-bush-over-stem-cells.html,"Former First Lady Nancy Reagan is obliquely but persistently campaigning--through friends, advisers, lawmakers and her own well-placed calls and letters--to reverse Pres Bush's decision to limit federal financing for stem cell research; Reagan bel...","When Nancy Reagan received the Presidential Medal of Freedom at the White House last summer, she cast her eyes demurely downward as President Bush praised her 1980's ''Just Say No,'' campaign against teenage drug use.",1,1,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Nancy', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Stem Cells', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Budgets and Budgeting', 'rank': 12, 'major': 'N'}]",2002-09-29T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/217abc2d-84f4-57e3-940d-406a275dd71f,1258,nyt://article/217abc2d-84f4-57e3-940d-406a275dd71f,"Nancy Reagan, in a Whisper, Fights Bush Over Stem Cells",,,"Nancy Reagan, in a Whisper, Fights Bush Over Stem Cells",,,,By Alessandra Stanley,"[{'firstname': 'Alessandra', 'middlename': None, 'lastname': 'Stanley', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Grant McClellan is charged with second-degree manslaughter, criminally negligent homicide and several other charges related to death of his mother, Leatha Bledsoe, who lived with him in Peekskill, NY, and was suffering from Alzheimer's disease; authorities say that Bledsoe was kept in bedroom that was bolted from outside and filled with human feces and that she suffered from pneumonia and lung infections; Orange County will conduct prosecution because McClellan was Westchester County prosecutor for 16 years; he was fired on April 30, day after his mother's death (M)",https://www.nytimes.com/2002/08/10/nyregion/former-prosecutor-is-charged-in-death-of-his-ailing-mother.html,"Grant McClellan is charged with second-degree manslaughter, criminally negligent homicide and several other charges related to death of his mother, Leatha Bledsoe, who lived with him in Peekskill, NY, and was suffering from Alzheimer's disease; au...",A Westchester prosecutor who was fired in April as the police investigated the death of his mother has been charged with causing her death through neglect and ill treatment.,B,6,The New York Times,[],"[{'name': 'glocations', 'value': 'Peekskill (NY)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Orange County (NY)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'MCCLELLAN, GRANT', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'BLEDSOE, LEATHA', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Manslaughter', 'rank': 7, 'major': 'N'}]",2002-08-10T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/973b7a8e-5dbd-5167-880d-ff6cd23721f6,385,nyt://article/973b7a8e-5dbd-5167-880d-ff6cd23721f6,Former Prosecutor Is Charged In Death of His Ailing Mother,,,Former Prosecutor Is Charged In Death of His Ailing Mother,,,,,[],,Alzheimer,
Randy Cohen The Ethicist question-and-answer column on ethics of 'Medicaid divorce' for couple that is faced with diagnosis of Alzheimer's disease and might otherwise be forced into poverty to qualify for financial assistance; also responds to question of whether it is ethical for husband to help wife in her work; addresses issue of removing religious mosaic from recently purchased home; drawing (M),https://www.nytimes.com/2002/07/28/magazine/the-way-we-live-now-7-28-02-the-ethicist-get-a-divorce.html,Randy Cohen The Ethicist question-and-answer column on ethics of 'Medicaid divorce' for couple that is faced with diagnosis of Alzheimer's disease and might otherwise be forced into poverty to qualify for financial assistance; also responds to que...,"My husband and I, in our 50's, were married nearly seven years ago. Last year, he was given a diagnosis of early-onset Alzheimer's disease. In our state, all but about $90,000 of our combined assets, excluding house and car, would have to be spent before he could qualify for assistance. I am considering a 'Medicaid divorce' (that is, in name only) so he can receive treatment without running through my modest savings. We both dread the divorce, and I don't want to cheat Medicaid, but I don't want to be driven to poverty. Is such a divorce ethical? B.V.C., Seattle",6,14,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'LABOR', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicaid', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Divorce, Separations and Annulments', 'rank': 6, 'major': 'N'}]",2002-07-28T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/4004df75-0cd5-55ef-a7db-2924592cfd90,866,nyt://article/4004df75-0cd5-55ef-a7db-2924592cfd90,Get a Divorce,THE WAY WE LIVE NOW: 7-28-02: THE ETHICIST,,THE WAY WE LIVE NOW: 7-28-02: THE ETHICIST; Get a Divorce,,,,By Randy Cohen,"[{'firstname': 'Randy', 'middlename': None, 'lastname': 'Cohen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Growing number of doctors are making diagnosis of mild cognitive impairment, usually first sign of Alzheimer's disease; term entered vocabulary of memory specialists in last 1990's, as they combined tools as sophisticated as brain imaging and as simple as short test of word recall; researchers and drug companies say new category will enable them to track progression of Alzheimer's disease and understand it better; they are already testing wide array of treatments in these patients--from vitamins to hormones to new drugs, as well as drugs already approved for Alzheimer's; signs of mild cognitive impairment are inability to form memories for events that just happened and slight shrinking of hippocampus, area of brain where these memories are laid down; no one knows how many people have the condition; doctors say new diagnosis is giving rise to growing class of patients who live with threat of Alzheimer's over their heads; their prognosis is not good: mild cognitive impairment has been shown to lead to full-blown Alzheimer's in at least 80 percent of cases; photos; chart (L)",https://www.nytimes.com/2002/06/02/us/an-early-sign-of-alzheimer-s-brings-fear-and-new-insight.html,"Growing number of doctors are making diagnosis of mild cognitive impairment, usually first sign of Alzheimer's disease; term entered vocabulary of memory specialists in last 1990's, as they combined tools as sophisticated as brain imaging and as s...","Until recently, a patient like Carolyn E. Hoard would never have been told she was progressing toward Alzheimer's disease. A 61-year-old mental health counselor in Kittanning, Pa., she reported nothing more than a mild loss of memory, particularly when it came to recalling what someone had said in conversation a few minutes ago. Her first neurologist told her she was fine.",1,1,The New York Times,[],"[{'name': 'subject', 'value': 'Hormones', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamins', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}]",2002-06-02T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/bcb4b688-4517-5853-a22f-e5498c496364,1334,nyt://article/bcb4b688-4517-5853-a22f-e5498c496364,"An Early Sign of Alzheimer's Brings Fear, and New Insight",,,"An Early Sign of Alzheimer's Brings Fear, and New Insight",,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
