abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
"More than four million Americans have Alzheimer's disease and experts expect number to increase as population ages; Dr Constantine Lyketsos, Johns Hopkins University psychiatrist and Alzheimer's expert who recently testified before Senate hearing on violence among dementia patients, holds that every year between 15 and 17 percent of dementia patients have violent outbursts, most them unpredictable; although there is no current treatment for Alzheimer's, many doctors are prescribing drugs to treat psychiatric symptoms or suggesting behavior therapy or activity programs; caregivers of Alzheimer's patients are understandably disturbed by violent or aggressive shift in behavior and change is leading reason Alzheimer's patients are placed in nursing home; various treatment options described; photos (L)",https://www.nytimes.com/2004/11/02/health/alzheimers-steals-more-than-memory.html,"More than four million Americans have Alzheimer's disease and experts expect number to increase as population ages; Dr Constantine Lyketsos, Johns Hopkins University psychiatrist and Alzheimer's expert who recently testified before Senate hearing ...","It happened without warning, early one day last summer as they prepared to go out. Gloria Rapport's husband raised his arm to her, fist poised.",F,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Johns Hopkins University', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'LYKETSOS, CONSTANTINE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 10, 'major': 'N'}]",2004-11-02T05:00:00+0000,article,Science Desk,Health,Series,nyt://article/0e844622-e9f6-514a-a9da-3a2ecc379773,2051,nyt://article/0e844622-e9f6-514a-a9da-3a2ecc379773,Alzheimer's Steals More Than Memory,,,Alzheimer's Steals More Than Memory,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
Q & A column describes form of dementia that involves Lewy bodies; drawing (S),https://www.nytimes.com/2004/10/12/health/science/q-a.html,Q & A column describes form of dementia that involves Lewy bodies; drawing (S),A Tricky Dementia,F,2,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}]",2004-10-12T05:00:00+0000,article,Science Desk,Health,Question,nyt://article/e0e71a64-f9d1-5185-b80f-cb90223faddf,234,nyt://article/e0e71a64-f9d1-5185-b80f-cb90223faddf,Q & A,,,Q & A,,,,By C.claiborne Ray,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Panel of experts in law and medicine recommends that election officials supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine competence to vote; also call for voting-law changes to define mental competence in accord with 2001 court ruling; article in AMA Journal warns that voting by people with dementia is emerging policy problem, since many in nursing homes use absentee ballots susceptible to fraud by partisan workers who show up to 'assist' residents; co-author Dr Jason H Karlawish explains proposed testing, which might be most useful for patients in middle range of impairment (M)",https://www.nytimes.com/2004/09/15/politics/campaign/change-urged-for-nursinghome-voters.html,Panel of experts in law and medicine recommends that election officials supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine competence to vote; also call for vot...,"Election officials should supervise voting in nursing homes and other long-term-care facilities and give brief mental tests to residents with dementia to determine whether they are competent to vote, a panel of experts in law and medicine is recommending.",A,23,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AMA JOURNAL', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'KARLAWISH, JASON H', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Voting Requirements and Voters', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2004', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'VOTING REQUIREMENTS', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 17, 'major': 'N'}]",2004-09-15T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/1734f809-796e-5aca-b091-c0c111c72318,1058,nyt://article/1734f809-796e-5aca-b091-c0c111c72318,Change Urged for Nursing-Home Voters,,,Change Urged for Nursing-Home Voters,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Floyd Skloot Lives column on trying to cope with his 93-year-old mother's dementia; notes that as she lost memory of all details of her life, even of her son, songs seemed to be last thing to go (M)",https://www.nytimes.com/2004/08/08/magazine/lives-are-you-my-mother.html,"Floyd Skloot Lives column on trying to cope with his 93-year-old mother's dementia; notes that as she lost memory of all details of her life, even of her son, songs seemed to be last thing to go (M)","As recently as eight months ago, though she no longer recognized me, my mother and I could ''talk'' by trading lyrics from the old standards. I would sit beside her, hand on her forearm, and tell her that my father's name was Harry, and she would sing the main phrase from Eubie Blake's ''I'm Just Wild About Harry'' in her still-strong contralto. Saying that it was a beautiful morning elicited a vast smile and the second line of that song's chorus, ''oh, what a beautiful day.'' After almost six decades of her tirades, these light exchanges were a gift.",6,58,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}]",2004-08-08T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/267b021b-7bb7-5a7d-b7ab-816622a2231f,901,nyt://article/267b021b-7bb7-5a7d-b7ab-816622a2231f,Are You My Mother?,LIVES,,LIVES; Are You My Mother?,,,,By Floyd Skloot,"[{'firstname': 'Floyd', 'middlename': None, 'lastname': 'Skloot', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
Felicia Ackerman letter on Nov 2 article about psychiatric changes in Alzheimer's patients suggest it is unethical to medicate patient to please caregiver (S),https://www.nytimes.com/2004/11/09/opinion/science/dealing-with-dementia-568899.html,Felicia Ackerman letter on Nov 2 article about psychiatric changes in Alzheimer's patients suggest it is unethical to medicate patient to please caregiver (S),To the Editor:,F,4,The New York Times,[],"[{'name': 'persons', 'value': 'ACKERMAN, FELICIA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 5, 'major': 'N'}]",2004-11-09T05:00:00+0000,article,Science Desk,Opinion,Letter,nyt://article/77e743f8-0e87-51f2-b039-d65dcdb33f18,96,nyt://article/77e743f8-0e87-51f2-b039-d65dcdb33f18,Dealing With Dementia,,,Dealing With Dementia,,,,,[],,dementia,
Jared P Hollett letter contends people of any age yearn for love and happiness (Aug 8 Floyd Skloot Lives column on his mother's dementia),https://www.nytimes.com/2004/08/22/magazine/l-are-you-my-mother-675377.html,Jared P Hollett letter contends people of any age yearn for love and happiness (Aug 8 Floyd Skloot Lives column on his mother's dementia),"Floyd Skloot's Lives column (Aug. 8) delved intensely into the mystery of dementia and old age. Interestingly, the theme eerily parallels the plight of the protagonist's mother in Albert Camus's ''Stranger,'' who, right before her death, finds love at her old-age home. This sort of relationship is what both mothers yearn for. ''I want a husband, not a son,'' Skloot's mother states, and why not? There cannot be an age cap on finding love, and certainly not on happiness.",6,10,The New York Times,[],"[{'name': 'persons', 'value': 'Skloot, Floyd', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'HOLLETT, JARED P', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]",2004-08-22T05:00:00+0000,article,Magazine Desk,Magazine,Letter,nyt://article/0d8ecd75-ac5b-55f8-8e1f-2ba4955b4e27,133,nyt://article/0d8ecd75-ac5b-55f8-8e1f-2ba4955b4e27,Are You My Mother?,,,Are You My Mother?,,,,,[],,dementia,
Anne Farrow letter relates her experience of her own mother's dementia (Aug 8 Floyd Skloot Lives column),https://www.nytimes.com/2004/08/22/magazine/l-are-you-my-mother-675385.html,Anne Farrow letter relates her experience of her own mother's dementia (Aug 8 Floyd Skloot Lives column),"I was reminded of my mother, to whom, on a recent afternoon, I read a chapter of a history I'm writing. Mother seemed lost in that world where she lives now, head down and motionless.When I stopped reading, she leaned toward me, urgent and confiding: ''My daughter is writing a book,'' she said.",6,10,The New York Times,[],"[{'name': 'persons', 'value': 'FARROW, ANNE', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Skloot, Floyd', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]",2004-08-22T05:00:00+0000,article,Magazine Desk,Magazine,Letter,nyt://article/0d9b01eb-63eb-5f7f-8899-4d3a8b3d22af,131,nyt://article/0d9b01eb-63eb-5f7f-8899-4d3a8b3d22af,Are You My Mother?,,,Are You My Mother?,,,,,[],,dementia,
"Chilean appeals court, 14-9, revokes immunity from prosecution granted Gen Augusto Pinochet, former military dictator, in 2002, reopening possibility that he may yet be brought to trial for human rights abuses during his nearly 17 years in power; rejects his lawyers' stand that he is senile; surprise decision must now go to Supreme Court, which ruled in July 2002 that he was physically and mentally unfit to stand trial (M)",https://www.nytimes.com/2004/05/29/world/chilean-court-revokes-pinochet-s-immunity-from-prosecution.html,"Chilean appeals court, 14-9, revokes immunity from prosecution granted Gen Augusto Pinochet, former military dictator, in 2002, reopening possibility that he may yet be brought to trial for human rights abuses during his nearly 17 years in power; ...","An appeals court in Chile on Friday revoked the immunity from prosecution granted in 2002 to the country's former military dictator, Gen. Augusto Pinochet, reopening the possibility that he may yet be brought to trial for human rights abuses committed during the nearly 17 years he was in power.",A,5,The New York Times,[],"[{'name': 'glocations', 'value': 'Chile', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Pinochet Ugarte, Augusto', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Immunity from Prosecution', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 7, 'major': 'N'}]",2004-05-29T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/81b904fb-1fc0-5f70-a4ab-5d81ae9685bf,599,nyt://article/81b904fb-1fc0-5f70-a4ab-5d81ae9685bf,Chilean Court Revokes Pinochet's Immunity From Prosecution,,,Chilean Court Revokes Pinochet's Immunity From Prosecution,,,,By Larry Rohter,"[{'firstname': 'Larry', 'middlename': None, 'lastname': 'Rohter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"National Institutes of Health halts large study of estrogen-only therapy in postmenopausal women year early because hormone increased risk of stroke and offered no protection against heart disease; study found small risk of stroke, but related study also finds that hormone may increase risk of dementia and mild cognitive impairment in older women; Dr Barbara Alving of Women's Health Initiative explains (M)",https://www.nytimes.com/2004/03/03/us/estrogen-study-stopped-early-because-of-slight-stroke-risk.html,"National Institutes of Health halts large study of estrogen-only therapy in postmenopausal women year early because hormone increased risk of stroke and offered no protection against heart disease; study found small risk of stroke, but related stu...","A large federal study of estrogen therapy in postmenopausal women has been stopped a year ahead of schedule because the estrogen increased the risk of stroke and offered no protection against heart disease, the government announced yesterday.",A,15,The New York Times,[],"[{'name': 'organizations', 'value': 'National Institutes of Health', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ALVING, BARBARA', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Estrogen', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Stroke', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Women's Health Initiative"", 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 11, 'major': 'N'}]",2004-03-03T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/9f80caa7-fe23-5e4f-ae3f-e606ca5ce798,763,nyt://article/9f80caa7-fe23-5e4f-ae3f-e606ca5ce798,Estrogen Study Stopped Early Because of Slight Stroke Risk,,,Estrogen Study Stopped Early Because of Slight Stroke Risk,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
Summary of some major stories on inside pages; photo of hurricane preparations in New Orleans,https://www.nytimes.com/2004/09/15/nyregion/front page/inside.html,Summary of some major stories on inside pages; photo of hurricane preparations in New Orleans,"Bush Attacks Kerry In Address to Guard Speaking to National Guard members and veterans meeting in Las Vegas, President Bush acknowledged the hardships the war in Iraq had caused Guard members and their families and assailed his opponent, John Kerry, for arguing that the United States was spending too much on the war and too little at home.",A,1,The New York Times,[],"[{'name': 'glocations', 'value': 'New Orleans (La)', 'rank': 1, 'major': 'N'}]",2004-09-15T05:00:00+0000,article,Metropolitan Desk,New York,Summary,nyt://article/e36d11e7-b628-592f-809d-cd57b3e9e3fb,415,nyt://article/e36d11e7-b628-592f-809d-cd57b3e9e3fb,INSIDE,,,INSIDE,,,,,[],,dementia,
