abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,subsection_name
Patients in early stages of Alzheimer's disease speak at Annual Mayoral Council on Alzheimer's Disease; patients are from support group run by Alzheimer's Assn; idea is to show doctors and others that Alzheimer's patients are still people; photo (M),https://www.nytimes.com/1997/01/01/us/alzheimer-patients-present-a-lesson-on-human-dignity.html,Patients in early stages of Alzheimer's disease speak at Annual Mayoral Council on Alzheimer's Disease; patients are from support group run by Alzheimer's Assn; idea is to show doctors and others that Alzheimer's patients are still people; photo (...,"THEY looked for all the world like elderly professionals, dressed casually in the typical New York hues of black and gray. But the two women and one man, sitting in front of a packed room at a recent meeting on Alzheimer's disease, were not researchers or directors of programs. They were patients, they had Alzheimer's disease and they were there to tell what it was like to know you have a disease that is slowly, inexorably, killing your brain.",1,54,The New York Times,[],"[{'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",1997-01-01T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/dc7e1ec2-2d8d-5103-9a2a-b21498f987b0,1046,nyt://article/dc7e1ec2-2d8d-5103-9a2a-b21498f987b0,Alzheimer Patients Present a Lesson On Human Dignity,,,Alzheimer Patients Present a Lesson On Human Dignity,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Eli Lilly & Co reaches five-year deal to pay Neurocrine Biosciences Inc $74 milion in cash to develop new drugs for obesity and Alzheimer's disease (S),https://www.nytimes.com/1996/10/22/business/lilly-paying-for-obesity-and-alzheimer-study.html,Eli Lilly & Co reaches five-year deal to pay Neurocrine Biosciences Inc $74 milion in cash to develop new drugs for obesity and Alzheimer's disease (S),"Eli Lilly & Company has reached a five-year deal to pay Neurocrine Biosciences Inc. $74 million in cash to develop new drugs for obesity and Alzheimer's disease, the companies said yesterday. The accord provides financial and scientific backing for new compounds that Neurocrine is testing to treat those diseases, which are both linked with depressed levels of a hormone, called corticotropin releasing factor, or C.R.F. Neurocrine, based in San Diego, is a four-year-old biotechnology company developing drugs for disorders of the central nervous system and the immune system. Under the pact, Neurocrine will receive $22 million in initial fees and financing, including $10 million the first year.",D,4,The New York Times,[],"[{'name': 'organizations', 'value': 'Neurocrine Biosciences Inc', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Lilly, Eli, & Co', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 5, 'major': 'N'}]",1996-10-22T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/fe275807-fd69-5e7c-b148-7c4e13d969f3,107,nyt://article/fe275807-fd69-5e7c-b148-7c4e13d969f3,LILLY PAYING FOR OBESITY AND ALZHEIMER STUDY,COMPANY NEWS,,LILLY PAYING FOR OBESITY AND ALZHEIMER STUDY,,,,By Dow Jones,"[{'firstname': 'Dow', 'middlename': None, 'lastname': 'Jones', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Researchers report taking estrogen after menopause may reduce woman's risk of developing Alzheimer's or delay onset of disease (M),https://www.nytimes.com/1996/08/16/us/estrogen-may-reduce-alzheimer-s-risk-in-women-study-says.html,Researchers report taking estrogen after menopause may reduce woman's risk of developing Alzheimer's or delay onset of disease (M),"Taking estrogen after menopause may reduce a woman's risk of developing Alzheimer's or delay onset of the disease, scientists said yesterday.",A,18,The New York Times,[],"[{'name': 'subject', 'value': 'Estrogen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}]",1996-08-16T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/3be14f80-323a-5659-b127-ce43f98319db,525,nyt://article/3be14f80-323a-5659-b127-ce43f98319db,"Estrogen May Reduce Alzheimer's Risk in Women, Study Says",,,"Estrogen May Reduce Alzheimer's Risk in Women, Study Says",,,,,[],,Alzheimer,
"THE researchers who study Alzheimer's disease are a relentlessly upbeat bunch. They are on the verge, they say, of finding a way to diagnose the disease with a simple blood test. Quite soon, they say, they will turn up a way to delay its onset or slow its course. Any day now, they say, drugs will emerge that prevent the disease in people who would otherwise get it.         More and more scientists are being recruited into the field. An international meeting last week in Osaka, Japan, drew 1,300 participants, nearly twice the number who attended a similar meeting last year.   ",https://www.nytimes.com/1996/07/30/science/hopes-are-rosy-on-alzheimer-s-but-results-slim.html,,"THE researchers who study Alzheimer's disease are a relentlessly upbeat bunch. They are on the verge, they say, of finding a way to diagnose the disease with a simple blood test. Quite soon, they say, they will turn up a way to delay its onset or slow its course. Any day now, they say, drugs will emerge that prevent the disease in people who would otherwise get it.",C,1,The New York Times,[],"[{'name': 'subject', 'value': 'TESTS ANDTESTING', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}]",1996-07-30T05:00:00+0000,article,Science Desk,Science,News,nyt://article/23df3c4a-8d36-56b9-8cca-328e70a03e25,1670,nyt://article/23df3c4a-8d36-56b9-8cca-328e70a03e25,"Hopes Are Rosy On Alzheimer's, But Results Slim",,,"Hopes Are Rosy On Alzheimer's, But Results Slim",,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"AS the number of patients with Alzheimer's disease continues to climb, researchers are studying the possibility that a common and already approved drug, estrogen, may help to prevent or delay it, and even reverse some of its symptoms.         Though far from conclusive, the evidence so far is highly suggestive. The evidence, derived from experimental animals and from women after menopause taking estrogen supplements, has prompted two major studies to assess the effectiveness of estrogen replacement in currently healthy older women and in those in the early stages of the disease.   ",https://www.nytimes.com/1996/07/31/us/tantalizing-data-suggest-estrogen-may-prevent-or-delay-alzheimer-s.html,,"AS the number of patients with Alzheimer's disease continues to climb, researchers are studying the possibility that a common and already approved drug, estrogen, may help to prevent or delay it, and even reverse some of its symptoms.",C,7,The New York Times,[],"[{'name': 'subject', 'value': 'Estrogen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hormones', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Testosterone', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Men', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Menopause', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 8, 'major': 'N'}]",1996-07-31T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/2571a13d-a20e-5d60-ba76-33feb2326f09,884,nyt://article/2571a13d-a20e-5d60-ba76-33feb2326f09,Tantalizing Data Suggest Estrogen May Prevent or Delay Alzheimer's,,,Tantalizing Data Suggest Estrogen May Prevent or Delay Alzheimer's,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"A noted Alzheimer's disease researcher and his daughter were found shot to death on Wednesday morning at their home in San Diego, the police said today.         Tsunao Saitoh, 46, a professor at the University of California at San Diego,  and his 13-year-old daughter, Loullie, were killed in front of their home in the La Jolla section of San Diego.   ",https://www.nytimes.com/1996/05/10/us/alzheimer-s-researcher-is-found-slain.html,,"A noted Alzheimer's disease researcher and his daughter were found shot to death on Wednesday morning at their home in San Diego, the police said today.",A,24,The New York Times,[],"[{'name': 'glocations', 'value': 'SAN DIEGO, CA, USA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'San Diego (Calif)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saitoh, Tsunao', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Saitoh, Loullie', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 6, 'major': 'N'}]",1996-05-10T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/78eae549-a741-5d6c-8631-bf00b3a7aaf1,338,nyt://article/78eae549-a741-5d6c-8631-bf00b3a7aaf1,Alzheimer's Researcher Is Found Slain,,,Alzheimer's Researcher Is Found Slain,,,,By The New York Times,[],The New York Times,Alzheimer,
"Alzheimer's disease, the dreaded affliction of old age, might show its first  subtle effects when its victims are as young as 20.         In a study based on the autobiographies of young women about to join an order of nuns, researchers have reported that the women's writing styles when they were in their 20's predicted with uncanny accuracy which of them would be severely demented with Alzheimer's disease six decades later. The study was published today in the Journal of the American Medical Association.   ",https://www.nytimes.com/1996/02/21/us/research-links-writing-style-to-the-risk-of-alzheimer-s.html,,"Alzheimer's disease, the dreaded affliction of old age, might show its first subtle effects when its victims are as young as 20.",A,12,The New York Times,[],"[{'name': 'organizations', 'value': 'University of Kentucky', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Writing and Writers', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",1996-02-21T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/50d39e1a-8a4c-50ae-8fe2-1452bd971f29,1798,nyt://article/50d39e1a-8a4c-50ae-8fe2-1452bd971f29,Research Links Writing Style to the Risk of Alzheimer's,,,Research Links Writing Style to the Risk of Alzheimer's,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"NEW discoveries about the earliest signs of Alzheimer's disease in the brain  may one day offer a way to make the diagnosis well before the disease has produced senility, allowing people to make plans for their futures while they are still lucid.         Although such a diagnosis is not possible at the moment, studies with two brain imaging techniques, the PET scan and M.R.I., have shown early changes in the brain that seem to be precursors of Alzheimer's disease. In one study, Dr. Gary Small, a psychiatrist at the University of California at Los Angeles, recruited 42 volunteers who were concerned about mild problems like misplacing household objects and who had a parent or sibling who had had Alzheimer's disease. The volunteers were as young as 41, with an average age of 60.   ",https://www.nytimes.com/1996/01/31/us/studies-using-brain-imaging-hint-at-alzheimer-precursors.html,,"NEW discoveries about the earliest signs of Alzheimer's disease in the brain may one day offer a way to make the diagnosis well before the disease has produced senility, allowing people to make plans for their futures while they are still lucid.",C,10,The New York Times,[],"[{'name': 'subject', 'value': 'MAGNETICRESONANCE IMAGERS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'POSITRON EMISSION TOMOGRAPHY (PET)', 'rank': 4, 'major': 'N'}]",1996-01-31T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/c5c0aae9-c21b-5d48-83ad-f94baa2126e5,1188,nyt://article/c5c0aae9-c21b-5d48-83ad-f94baa2126e5,Studies Using Brain Imaging Hint at Alzheimer Precursors,,,Studies Using Brain Imaging Hint at Alzheimer Precursors,,,,By Daniel Goleman,"[{'firstname': 'Daniel', 'middlename': None, 'lastname': 'Goleman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Dr. George Margolis, a Dartmouth College neuropathologist who did some of the early research into Alzheimer's disease, died on Thursday at his home in Ridgefield, Conn. He was 81.         He had been in failing health after a series of strokes, his family said.   ",https://www.nytimes.com/1996/04/27/nyregion/george-margolis-81-who-pioneered-early-studies-on-alzheimer-s.html,,"Dr. George Margolis, a Dartmouth College neuropathologist who did some of the early research into Alzheimer's disease, died on Thursday at his home in Ridgefield, Conn. He was 81.",1,30,The New York Times,[],"[{'name': 'persons', 'value': 'Margolis, George', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1996-04-27T05:00:00+0000,article,Metropolitan Desk,New York,Obituary; Biography,nyt://article/d59db0a2-f6cb-5924-af31-d0b8fb796ca1,344,nyt://article/d59db0a2-f6cb-5924-af31-d0b8fb796ca1,"George Margolis, 81, Who Pioneered Early Studies on Alzheimer's",,,"George Margolis, 81, Who Pioneered Early Studies on Alzheimer's",,,,By Wolfgang Saxon,"[{'firstname': 'Wolfgang', 'middlename': None, 'lastname': 'Saxon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Stanford M Singer/Karen Dahlman letter disputes July 30 Science Times article on treatment of Alzheimer's disease (S),https://www.nytimes.com/1996/08/02/opinion/l-all-is-not-bleak-in-treatment-of-alzheimer-s-647667.html,Stanford M Singer/Karen Dahlman letter disputes July 30 Science Times article on treatment of Alzheimer's disease (S),To the Editor,A,26,The New York Times,[],"[{'name': 'persons', 'value': 'Dahlman, Karen', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Singer, Stanford M', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}]",1996-08-02T05:00:00+0000,article,Editorial Desk,Opinion,Letter,nyt://article/a7113b19-88dc-51e6-96ef-c786c4825233,160,nyt://article/a7113b19-88dc-51e6-96ef-c786c4825233,All Is Not Bleak in Treatment of Alzheimer's,,,All Is Not Bleak in Treatment of Alzheimer's,,,,,[],,Alzheimer,
